strategy,total_demand_veh_h,demand_ratio,interventions,successful_releases,timed_out_interventions,yielded_main_vehicles,main_veh_h,side_veh_h,expected_generated_veh,generated_veh,arrived_veh,unfinished_vehicles,throughput,avg_wait_time_s,total_wait_time_s,queue_length,avg_travel_time_s,total_travel_time_s,state,seed,duration_s,clearance_time_s,simulation_end_s,peak_queue_vehicles,final_running_vehicles,final_waiting_vehicles,inserted_vehicles,loaded_vehicles,teleports,collisions
cooperative_limited,3950,1:2,141,0,140,141,1317,2633,,1974,1707,269,0.9483333333333334,0.0029291154071470417,5.0,,91.22847100175747,155727.0,,7,1800.0,600.0,2400.0,496,44,225,1751,1976,0,0
cooperative_limited,3950,1:2,140,0,140,140,1317,2633,,1974,1722,254,0.9566666666666667,0.0029036004645760743,5.0,,92.2595818815331,158871.0,,42,1800.0,600.0,2400.0,488,43,211,1765,1976,0,0
cooperative_limited,3950,1:2,140,0,139,140,1317,2633,,1974,1727,249,0.9594444444444444,0.0017371163867979154,3.0,,91.4198031268095,157882.0,,99,1800.0,600.0,2400.0,476,43,206,1770,1976,0,0
cooperative_limited,3950,1:2,137,0,136,137,1317,2633,,1974,1727,249,0.9594444444444444,0.0011580775911986102,2.0,,91.58656629994209,158170.0,,123,1800.0,600.0,2400.0,486,45,204,1772,1976,0,0
cooperative_limited,3950,1:2,138,0,138,138,1317,2633,,1974,1735,241,0.9638888888888889,0.002881844380403458,5.0,,91.35965417867435,158509.0,,2026,1800.0,600.0,2400.0,485,42,199,1777,1976,0,0
