strategy,demand_ratio,total_demand_veh_h,interventions,successful_releases,timed_out_interventions,yielded_main_vehicles,side_merges_after_intervention,main_loaded_veh,main_arrived_veh,main_unfinished_veh,main_total_time_spent_s,main_total_wait_time_s,main_avg_wait_time_s,main_peak_queue_vehicles,side_loaded_veh,side_arrived_veh,side_unfinished_veh,side_total_time_spent_s,side_total_wait_time_s,side_avg_wait_time_s,side_peak_queue_vehicles,total_time_spent_s,main_veh_h,side_veh_h,expected_generated_veh,generated_veh,arrived_veh,unfinished_vehicles,throughput,avg_wait_time_s,total_wait_time_s,queue_length,avg_travel_time_s,total_travel_time_s,state,seed,duration_s,clearance_time_s,simulation_end_s,peak_queue_vehicles,final_running_vehicles,final_waiting_vehicles,inserted_vehicles,loaded_vehicles,teleports,collisions
uncontrolled,1:3,1000,0,0,0,0,0,125,125,0,7283.0,0.0,0.0,0,360,315,45,112472.0,56815.0,157.81944444444446,42,119755.0,250,750,500,500,440,60,0.24444444444444444,129.10227272727272,56815.0,60,265.8681818181818,116982.0,breakdown,3,1800.0,600.0,2400.0,246,45,15,485,500,0,0
uncontrolled,1:3,1000,0,0,0,0,0,125,125,0,7251.0,0.0,0.0,0,366,319,47,111189.0,55819.0,152.51092896174865,42,118440.0,250,750,500,500,444,56,0.24666666666666667,125.69369369369369,55819.0,56,259.85585585585585,115376.0,breakdown,4,1800.0,600.0,2400.0,240,47,9,491,500,0,0
uncontrolled,1:3,1000,0,0,0,0,0,125,125,0,7357.0,0.0,0.0,0,365,319,46,111817.0,56159.0,153.86027397260273,41,119174.0,250,750,500,500,444,56,0.24666666666666667,126.44144144144144,56159.0,56,261.85360360360363,116263.0,breakdown,5,1800.0,600.0,2400.0,242,46,10,490,500,0,0
cooperative_limited,1:3,1000,88,14,74,88,144,125,125,0,7459.0,0.0,0.0,0,375,337,38,111265.0,52410.0,139.76,41,118724.0,250,750,500,500,462,38,0.25666666666666665,113.4090909090909,52410.0,38,250.15151515151516,115570.0,breakdown,1,1800.0,600.0,2400.0,222,38,0,500,500,0,0
cooperative_limited,1:3,1000,89,3,86,89,118,125,125,0,7522.0,0.0,0.0,0,367,322,45,112429.0,56219.0,153.18528610354224,43,119951.0,250,750,500,500,447,53,0.24833333333333332,125.73825503355705,56219.0,53,262.1633109619687,117187.0,breakdown,2,1800.0,600.0,2400.0,244,45,8,492,500,0,0
cooperative_limited,1:3,1000,88,4,84,88,131,125,125,0,7443.0,0.0,0.0,0,373,328,45,112023.0,54711.0,146.67828418230562,42,119466.0,250,750,500,500,453,47,0.25166666666666665,120.73951434878587,54711.0,47,257.6048565121413,116695.0,breakdown,3,1800.0,600.0,2400.0,231,45,2,498,500,0,0
cooperative_limited,1:3,1000,88,4,84,88,125,125,125,0,7423.0,0.0,0.0,0,375,337,38,110397.0,52863.0,140.968,42,117820.0,250,750,500,500,462,38,0.25666666666666665,114.3896103896104,52863.0,38,249.16017316017317,115112.0,breakdown,4,1800.0,600.0,2400.0,228,38,0,500,500,0,0
cooperative_limited,1:3,1000,89,6,83,89,117,125,125,0,7480.0,0.0,0.0,0,361,314,47,111843.0,56239.0,155.78670360110803,43,119323.0,250,750,500,500,439,61,0.24388888888888888,128.07744874715263,56239.0,61,264.7380410022779,116220.0,breakdown,5,1800.0,600.0,2400.0,242,47,14,486,500,0,0
uncontrolled,1:4,1000,0,0,0,0,0,100,100,0,5890.0,0.0,0.0,0,400,400,0,105718.0,36666.0,91.665,39,111608.0,200,800,500,500,500,0,0.2777777777777778,73.308,36666.0,0,223.216,111608.0,queue,1,1800.0,600.0,2400.0,178,0,0,500,500,0,0
uncontrolled,1:4,1000,0,0,0,0,0,100,100,0,5982.0,0.0,0.0,0,400,400,0,106611.0,38284.0,95.71,37,112593.0,200,800,500,500,500,0,0.2777777777777778,76.53,38284.0,0,225.186,112593.0,queue,2,1800.0,600.0,2400.0,183,0,0,500,500,0,0
uncontrolled,1:4,1000,0,0,0,0,0,100,100,0,5984.0,0.0,0.0,0,400,400,0,104063.0,35402.0,88.505,39,110047.0,200,800,500,500,500,0,0.2777777777777778,70.766,35402.0,0,220.094,110047.0,queue,3,1800.0,600.0,2400.0,172,0,0,500,500,0,0
uncontrolled,1:4,1000,0,0,0,0,0,100,100,0,5867.0,0.0,0.0,0,400,400,0,103377.0,35328.0,88.32,37,109244.0,200,800,500,500,500,0,0.2777777777777778,70.612,35328.0,0,218.488,109244.0,queue,4,1800.0,600.0,2400.0,163,0,0,500,500,0,0
uncontrolled,1:4,1000,0,0,0,0,0,100,100,0,5965.0,0.0,0.0,0,400,400,0,102723.0,34390.0,85.975,38,108688.0,200,800,500,500,500,0,0.2777777777777778,68.744,34390.0,0,217.376,108688.0,queue,5,1800.0,600.0,2400.0,163,0,0,500,500,0,0
cooperative_limited,1:4,1000,89,0,89,89,160,100,100,0,6028.0,0.0,0.0,0,400,359,41,112039.0,50568.0,126.42,40,118067.0,200,800,500,500,459,41,0.255,110.13725490196079,50568.0,41,250.86274509803923,115146.0,breakdown,1,1800.0,600.0,2400.0,229,41,0,500,500,0,0
cooperative_limited,1:4,1000,86,0,86,86,150,100,100,0,6068.0,0.0,0.0,0,400,362,38,111386.0,50303.0,125.7575,39,117454.0,200,800,500,500,462,38,0.25666666666666665,108.83766233766234,50303.0,38,248.06926406926408,114608.0,breakdown,2,1800.0,600.0,2400.0,229,38,0,500,500,0,0
cooperative_limited,1:4,1000,87,0,87,87,152,100,100,0,6075.0,0.0,0.0,0,400,356,44,112080.0,51204.0,128.01,40,118155.0,200,800,500,500,456,44,0.25333333333333335,112.2609649122807,51204.0,44,253.08991228070175,115409.0,breakdown,3,1800.0,600.0,2400.0,230,44,0,500,500,0,0
cooperative_limited,1:4,1000,91,0,91,91,142,100,100,0,5971.0,0.0,0.0,0,397,350,47,111269.0,52292.0,131.71788413098236,39,117240.0,200,800,500,500,450,50,0.25,116.16444444444444,52292.0,50,253.8177777777778,114218.0,breakdown,4,1800.0,600.0,2400.0,243,47,3,497,500,0,0
cooperative_limited,1:4,1000,79,1,78,79,165,100,100,0,6016.0,0.0,0.0,0,400,380,20,109156.0,46136.0,115.34,39,115172.0,200,800,500,500,480,20,0.26666666666666666,96.07291666666667,46136.0,20,236.04166666666666,113300.0,breakdown,5,1800.0,600.0,2400.0,214,20,0,500,500,0,0
uncontrolled,1:5,1000,0,0,0,0,0,84,84,0,5115.0,0.0,0.0,0,417,417,0,27898.0,338.0,0.8105515587529976,6,33013.0,167,833,500,501,501,0,0.2783333333333333,0.6746506986027944,338.0,0,65.8942115768463,33013.0,queue,1,1800.0,600.0,2400.0,6,0,0,501,501,0,0
uncontrolled,1:5,1000,0,0,0,0,0,84,84,0,5126.0,0.0,0.0,0,417,417,0,29215.0,661.0,1.5851318944844124,9,34341.0,167,833,500,501,501,0,0.2783333333333333,1.3193612774451098,661.0,0,68.54491017964072,34341.0,queue,2,1800.0,600.0,2400.0,9,0,0,501,501,0,0
uncontrolled,1:5,1000,0,0,0,0,0,84,84,0,5143.0,0.0,0.0,0,417,417,0,27561.0,164.0,0.3932853717026379,5,32704.0,167,833,500,501,501,0,0.2783333333333333,0.3273453093812375,164.0,0,65.27744510978044,32704.0,queue,3,1800.0,600.0,2400.0,5,0,0,501,501,0,0
uncontrolled,1:5,1000,0,0,0,0,0,84,84,0,5077.0,0.0,0.0,0,417,417,0,27414.0,201.0,0.48201438848920863,5,32491.0,167,833,500,501,501,0,0.2783333333333333,0.40119760479041916,201.0,0,64.85229540918164,32491.0,queue,4,1800.0,600.0,2400.0,5,0,0,501,501,0,0
uncontrolled,1:5,1000,0,0,0,0,0,84,84,0,5126.0,0.0,0.0,0,417,417,0,27994.0,395.0,0.947242206235012,6,33120.0,167,833,500,501,501,0,0.2783333333333333,0.7884231536926147,395.0,0,66.10778443113773,33120.0,queue,5,1800.0,600.0,2400.0,6,0,0,501,501,0,0
cooperative_limited,1:5,1000,7,0,7,7,37,84,84,0,5123.0,0.0,0.0,0,417,417,0,29268.0,823.0,1.973621103117506,11,34391.0,167,833,500,501,501,0,0.2783333333333333,1.6427145708582835,823.0,0,68.64471057884232,34391.0,queue,1,1800.0,600.0,2400.0,11,0,0,501,501,0,0
cooperative_limited,1:5,1000,6,0,6,6,40,84,84,0,5160.0,0.0,0.0,0,417,417,0,29991.0,867.0,2.079136690647482,10,35151.0,167,833,500,501,501,0,0.2783333333333333,1.7305389221556886,867.0,0,70.16167664670658,35151.0,queue,2,1800.0,600.0,2400.0,10,0,0,501,501,0,0
cooperative_limited,1:5,1000,1,0,1,1,6,84,84,0,5140.0,0.0,0.0,0,417,417,0,27581.0,180.0,0.4316546762589928,5,32721.0,167,833,500,501,501,0,0.2783333333333333,0.3592814371257485,180.0,0,65.31137724550898,32721.0,queue,3,1800.0,600.0,2400.0,5,0,0,501,501,0,0
cooperative_limited,1:5,1000,2,0,2,2,13,84,84,0,5076.0,0.0,0.0,0,417,417,0,27539.0,279.0,0.6690647482014388,6,32615.0,167,833,500,501,501,0,0.2783333333333333,0.5568862275449101,279.0,0,65.0998003992016,32615.0,queue,4,1800.0,600.0,2400.0,6,0,0,501,501,0,0
cooperative_limited,1:5,1000,5,0,5,5,29,84,84,0,5146.0,0.0,0.0,0,417,417,0,28507.0,569.0,1.3645083932853717,6,33653.0,167,833,500,501,501,0,0.2783333333333333,1.1357285429141717,569.0,0,67.17165668662675,33653.0,queue,5,1800.0,600.0,2400.0,6,0,0,501,501,0,0
uncontrolled,1:1,1200,0,0,0,0,0,300,300,0,17812.0,0.0,0.0,0,286,238,48,112816.0,71470.0,249.8951048951049,53,130628.0,600,600,600,600,538,62,0.29888888888888887,132.82342007434943,71470.0,62,236.8996282527881,127452.0,breakdown,1,1800.0,600.0,2400.0,258,48,14,586,600,0,0
uncontrolled,1:1,1200,0,0,0,0,0,300,300,0,17855.0,0.0,0.0,0,294,249,45,112974.0,69661.0,236.9421768707483,53,130829.0,600,600,600,600,549,51,0.305,126.85974499089254,69661.0,51,233.16211293260474,128006.0,breakdown,2,1800.0,600.0,2400.0,244,45,6,594,600,0,0
uncontrolled,1:1,1200,0,0,0,0,0,300,300,0,17584.0,0.0,0.0,0,280,232,48,113728.0,71892.0,256.75714285714287,53,131312.0,600,600,600,600,532,68,0.29555555555555557,135.1109022556391,71892.0,68,240.9436090225564,128182.0,breakdown,3,1800.0,600.0,2400.0,264,48,20,580,600,0,0
uncontrolled,1:1,1200,0,0,0,0,0,300,300,0,17491.0,0.0,0.0,0,277,232,45,113686.0,73605.0,265.72202166064983,53,131177.0,600,600,600,600,532,68,0.29555555555555557,138.32894736842104,73605.0,68,241.3515037593985,128399.0,breakdown,4,1800.0,600.0,2400.0,268,45,23,577,600,0,0
uncontrolled,1:1,1200,0,0,0,0,0,300,300,0,17542.0,0.0,0.0,0,279,232,47,113780.0,73177.0,262.2831541218638,53,131322.0,600,600,600,600,532,68,0.29555555555555557,137.52443609022558,73177.0,68,241.0639097744361,128246.0,breakdown,5,1800.0,600.0,2400.0,257,47,21,579,600,0,0
cooperative_limited,1:1,1200,108,6,102,108,45,300,300,0,17954.0,0.0,0.0,0,285,237,48,113038.0,72210.0,253.3684210526316,53,130992.0,600,600,600,600,537,63,0.29833333333333334,134.45437616387338,72210.0,63,238.15456238361267,127889.0,breakdown,1,1800.0,600.0,2400.0,259,48,15,585,600,0,0
cooperative_limited,1:1,1200,108,6,102,108,42,300,300,0,18006.0,0.0,0.0,0,284,237,47,113626.0,72150.0,254.04929577464787,53,131632.0,600,600,600,600,537,63,0.29833333333333334,134.3296089385475,72150.0,63,239.45810055865923,128589.0,breakdown,2,1800.0,600.0,2400.0,249,47,16,584,600,0,0
cooperative_limited,1:1,1200,108,5,103,108,40,300,300,0,17735.0,0.0,0.0,0,276,230,46,113820.0,73497.0,266.29347826086956,53,131555.0,600,600,600,600,530,70,0.29444444444444445,138.65849056603773,73497.0,70,242.76415094339623,128665.0,breakdown,3,1800.0,600.0,2400.0,270,46,24,576,600,0,0
cooperative_limited,1:1,1200,109,4,105,109,40,300,300,0,17661.0,0.0,0.0,0,279,234,45,113604.0,73860.0,264.73118279569894,53,131265.0,600,600,600,600,534,66,0.2966666666666667,138.2996254681648,73860.0,66,240.65168539325842,128508.0,breakdown,4,1800.0,600.0,2400.0,267,45,21,579,600,0,0
cooperative_limited,1:1,1200,108,5,103,108,39,300,300,0,17680.0,0.0,0.0,0,277,230,47,113772.0,73578.0,265.6245487364621,53,131452.0,600,600,600,600,530,70,0.29444444444444445,138.79811320754717,73578.0,70,242.38301886792453,128463.0,breakdown,5,1800.0,600.0,2400.0,262,47,23,577,600,0,0
uncontrolled,1:2,1200,0,0,0,0,0,200,200,0,11708.0,0.0,0.0,0,308,262,46,114926.0,68179.0,221.3603896103896,53,126634.0,400,800,600,600,462,138,0.25666666666666665,147.53246753246754,68179.0,138,267.9069264069264,123773.0,breakdown,1,1800.0,600.0,2400.0,335,46,92,508,600,0,0
uncontrolled,1:2,1200,0,0,0,0,0,200,200,0,11763.0,0.0,0.0,0,312,266,46,115308.0,66875.0,214.34294871794873,53,127071.0,400,800,600,600,466,134,0.2588888888888889,143.47424892703862,66875.0,134,266.343347639485,124116.0,breakdown,2,1800.0,600.0,2400.0,336,46,88,512,600,0,0
uncontrolled,1:2,1200,0,0,0,0,0,200,200,0,11705.0,0.0,0.0,0,308,262,46,115280.0,67599.0,219.47727272727272,53,126985.0,400,800,600,600,462,138,0.25666666666666665,146.2922077922078,67599.0,138,268.4761904761905,124036.0,breakdown,3,1800.0,600.0,2400.0,330,46,92,508,600,0,0
uncontrolled,1:2,1200,0,0,0,0,0,200,200,0,11569.0,0.0,0.0,0,305,258,47,115192.0,68041.0,223.08524590163935,53,126761.0,400,800,600,600,458,142,0.2544444444444444,148.53275109170306,68041.0,142,270.1943231441048,123749.0,breakdown,4,1800.0,600.0,2400.0,327,47,95,505,600,0,0
uncontrolled,1:2,1200,0,0,0,0,0,200,200,0,11591.0,0.0,0.0,0,311,264,47,114426.0,67683.0,217.63022508038586,53,126017.0,400,800,600,600,464,136,0.2577777777777778,145.8405172413793,67683.0,136,265.2715517241379,123086.0,breakdown,5,1800.0,600.0,2400.0,328,47,89,511,600,0,0
cooperative_limited,1:2,1200,99,1,98,99,71,200,200,0,11842.0,0.0,0.0,0,315,270,45,114643.0,67021.0,212.76507936507937,53,126485.0,400,800,600,600,470,130,0.2611111111111111,142.5744680851064,67021.0,130,263.22340425531917,123715.0,breakdown,1,1800.0,600.0,2400.0,326,45,85,515,600,0,0
cooperative_limited,1:2,1200,100,1,99,100,61,200,200,0,11913.0,0.0,0.0,0,305,258,47,115393.0,69662.0,228.4,53,127306.0,400,800,600,600,458,142,0.2544444444444444,152.08515283842794,69662.0,142,271.410480349345,124306.0,breakdown,2,1800.0,600.0,2400.0,332,47,95,505,600,0,0
cooperative_limited,1:2,1200,100,0,100,100,66,200,200,0,11854.0,0.0,0.0,0,304,258,46,115448.0,69029.0,227.0690789473684,53,127302.0,400,800,600,600,458,142,0.2544444444444444,150.68558951965065,69029.0,142,271.3122270742358,124261.0,breakdown,3,1800.0,600.0,2400.0,342,46,96,504,600,0,0
cooperative_limited,1:2,1200,99,1,98,99,68,200,200,0,11728.0,0.0,0.0,0,311,266,45,115023.0,67931.0,218.42765273311898,53,126751.0,400,800,600,600,466,134,0.2588888888888889,145.74678111587983,67931.0,134,265.95922746781116,123937.0,breakdown,4,1800.0,600.0,2400.0,325,45,89,511,600,0,0
cooperative_limited,1:2,1200,99,1,98,99,75,200,200,0,11759.0,0.0,0.0,0,318,273,45,114385.0,65964.0,207.43396226415095,53,126144.0,400,800,600,600,473,127,0.2627777777777778,139.42283298097252,65964.0,127,260.8689217758985,123391.0,breakdown,5,1800.0,600.0,2400.0,320,45,82,518,600,0,0
uncontrolled,1:3,1200,0,0,0,0,0,150,150,0,8788.0,0.0,0.0,0,352,307,45,114758.0,58832.0,167.13636363636363,48,123546.0,300,900,600,600,457,143,0.2538888888888889,128.68927789934355,58832.0,143,264.34792122538295,120807.0,breakdown,1,1800.0,600.0,2400.0,338,45,98,502,600,0,0
uncontrolled,1:3,1200,0,0,0,0,0,150,150,0,8852.0,0.0,0.0,0,342,296,46,115519.0,61090.0,178.62573099415204,50,124371.0,300,900,600,600,446,154,0.2477777777777778,136.92376681614348,61090.0,154,272.4013452914798,121491.0,breakdown,2,1800.0,600.0,2400.0,346,46,108,492,600,0,0
uncontrolled,1:3,1200,0,0,0,0,0,150,150,0,8742.0,0.0,0.0,0,333,287,46,115498.0,61946.0,186.02402402402402,47,124240.0,300,900,600,600,437,163,0.2427777777777778,141.71853546910756,61946.0,163,277.60183066361554,121312.0,breakdown,3,1800.0,600.0,2400.0,352,46,117,483,600,0,0
uncontrolled,1:3,1200,0,0,0,0,0,150,150,0,8670.0,0.0,0.0,0,339,294,45,114717.0,61951.0,182.7463126843658,47,123387.0,300,900,600,600,444,156,0.24666666666666667,139.49324324324326,61951.0,156,271.64639639639637,120611.0,breakdown,4,1800.0,600.0,2400.0,347,45,111,489,600,0,0
uncontrolled,1:3,1200,0,0,0,0,0,150,150,0,8785.0,0.0,0.0,0,339,294,45,115163.0,61546.0,181.55162241887905,47,123948.0,300,900,600,600,444,156,0.24666666666666667,138.58333333333334,61546.0,156,273.1599099099099,121283.0,breakdown,5,1800.0,600.0,2400.0,346,45,111,489,600,0,0
cooperative_limited,1:3,1200,85,1,84,85,102,150,150,0,8908.0,0.0,0.0,0,347,301,46,114823.0,60899.0,175.5014409221902,49,123731.0,300,900,600,600,451,149,0.25055555555555553,135.00443458980044,60899.0,149,267.9490022172949,120845.0,breakdown,1,1800.0,600.0,2400.0,342,46,103,497,600,0,0
cooperative_limited,1:3,1200,85,1,84,85,105,150,150,0,8976.0,0.0,0.0,0,349,303,46,115451.0,61174.0,175.28366762177652,52,124427.0,300,900,600,600,453,147,0.25166666666666665,135.01103752759383,61174.0,147,268.3774834437086,121575.0,breakdown,2,1800.0,600.0,2400.0,336,46,101,499,600,0,0
cooperative_limited,1:3,1200,85,3,82,85,86,150,150,0,8886.0,0.0,0.0,0,330,282,48,115631.0,63519.0,192.48181818181817,51,124517.0,300,900,600,600,432,168,0.24,146.9976851851852,63519.0,168,281.0138888888889,121398.0,breakdown,3,1800.0,600.0,2400.0,355,48,120,480,600,0,0
cooperative_limited,1:3,1200,85,1,84,85,103,150,150,0,8826.0,0.0,0.0,0,347,300,47,114572.0,62217.0,179.29971181556195,51,123398.0,300,900,600,600,450,150,0.25,138.23111111111112,62217.0,150,267.88666666666666,120549.0,breakdown,4,1800.0,600.0,2400.0,344,47,103,497,600,0,0
cooperative_limited,1:3,1200,87,2,85,87,106,150,150,0,8904.0,0.0,0.0,0,346,299,47,115172.0,61627.0,178.11271676300578,48,124076.0,300,900,600,600,449,151,0.24944444444444444,137.21826280623608,61627.0,151,269.83518930957683,121156.0,breakdown,5,1800.0,600.0,2400.0,339,47,104,496,600,0,0
uncontrolled,1:4,1200,0,0,0,0,0,120,120,0,7040.0,0.0,0.0,0,378,332,46,114333.0,55469.0,146.74338624338625,43,121373.0,240,960,600,600,452,148,0.2511111111111111,122.67477876106194,55469.0,148,262.3495575221239,118582.0,breakdown,1,1800.0,600.0,2400.0,336,46,102,498,600,0,0
uncontrolled,1:4,1200,0,0,0,0,0,120,120,0,7072.0,0.0,0.0,0,377,332,45,114621.0,55486.0,147.17771883289126,42,121693.0,240,960,600,600,452,148,0.2511111111111111,122.69911504424779,55486.0,148,262.98230088495575,118868.0,breakdown,2,1800.0,600.0,2400.0,334,45,103,497,600,0,0
uncontrolled,1:4,1200,0,0,0,0,0,120,120,0,7102.0,0.0,0.0,0,393,345,48,113902.0,51813.0,131.83969465648855,39,121004.0,240,960,600,600,465,135,0.25833333333333336,111.39139784946236,51813.0,135,253.6236559139785,117935.0,breakdown,3,1800.0,600.0,2400.0,321,48,87,513,600,0,0
uncontrolled,1:4,1200,0,0,0,0,0,120,120,0,6988.0,0.0,0.0,0,381,335,46,113984.0,53598.0,140.6771653543307,42,120972.0,240,960,600,600,455,145,0.25277777777777777,117.77142857142857,53598.0,145,259.45274725274726,118051.0,breakdown,4,1800.0,600.0,2400.0,332,46,99,501,600,0,0
uncontrolled,1:4,1200,0,0,0,0,0,120,120,0,7051.0,0.0,0.0,0,387,341,46,114304.0,53290.0,137.70025839793283,40,121355.0,240,960,600,600,461,139,0.2561111111111111,115.56832971800434,53290.0,139,256.9110629067245,118436.0,breakdown,5,1800.0,600.0,2400.0,325,46,93,507,600,0,0
cooperative_limited,1:4,1200,93,10,83,93,137,120,120,0,7223.0,0.0,0.0,0,382,336,46,114507.0,55918.0,146.38219895287958,44,121730.0,240,960,600,600,456,144,0.25333333333333335,122.59868421052632,55918.0,144,260.82894736842104,118938.0,breakdown,1,1800.0,600.0,2400.0,337,46,98,502,600,0,0
cooperative_limited,1:4,1200,94,7,87,94,127,120,120,0,7208.0,0.0,0.0,0,371,325,46,114864.0,57117.0,153.9541778975741,44,122072.0,240,960,600,600,445,155,0.24722222222222223,128.323595505618,57117.0,155,267.7730337078652,119159.0,breakdown,2,1800.0,600.0,2400.0,351,46,109,491,600,0,0
cooperative_limited,1:4,1200,93,9,84,93,128,120,120,0,7211.0,0.0,0.0,0,375,329,46,114348.0,56417.0,150.44533333333334,44,121559.0,240,960,600,600,449,151,0.24944444444444444,125.61024498886414,56417.0,151,264.4632516703786,118744.0,breakdown,3,1800.0,600.0,2400.0,343,46,105,495,600,0,0
cooperative_limited,1:4,1200,91,6,85,91,132,120,120,0,7124.0,0.0,0.0,0,387,342,45,113924.0,54238.0,140.1498708010336,43,121048.0,240,960,600,600,462,138,0.25666666666666665,117.36363636363636,54238.0,138,255.84415584415584,118200.0,breakdown,4,1800.0,600.0,2400.0,330,45,93,507,600,0,0
cooperative_limited,1:4,1200,92,10,82,92,134,120,120,0,7186.0,0.0,0.0,0,381,335,46,114486.0,55697.0,146.18635170603673,44,121672.0,240,960,600,600,455,145,0.25277777777777777,122.36923076923077,55697.0,145,261.2241758241758,118857.0,breakdown,5,1800.0,600.0,2400.0,331,46,99,501,600,0,0
uncontrolled,1:5,1200,0,0,0,0,0,100,100,0,5954.0,0.0,0.0,0,464,419,45,111613.0,37946.0,81.78017241379311,38,117567.0,200,1000,600,600,519,81,0.28833333333333333,73.07514450867052,37946.0,81,221.242774566474,114825.0,breakdown,1,1800.0,600.0,2400.0,270,45,36,564,600,0,0
uncontrolled,1:5,1200,0,0,0,0,0,100,100,0,5940.0,0.0,0.0,0,452,406,46,113088.0,40996.0,90.69911504424779,37,119028.0,200,1000,600,600,506,94,0.2811111111111111,80.9802371541502,40996.0,94,229.50592885375494,116130.0,breakdown,2,1800.0,600.0,2400.0,279,46,48,552,600,0,0
uncontrolled,1:5,1200,0,0,0,0,0,100,100,0,5887.0,0.0,0.0,0,456,406,50,112733.0,38133.0,83.625,38,118620.0,200,1000,600,600,506,94,0.2811111111111111,75.31422924901186,38133.0,94,227.75691699604744,115245.0,breakdown,3,1800.0,600.0,2400.0,270,50,44,556,600,0,0
uncontrolled,1:5,1200,0,0,0,0,0,100,100,0,5879.0,0.0,0.0,0,470,424,46,112149.0,35916.0,76.41702127659575,34,118028.0,200,1000,600,600,524,76,0.2911111111111111,68.5057251908397,35916.0,76,219.8091603053435,115180.0,breakdown,4,1800.0,600.0,2400.0,265,46,30,570,600,0,0
uncontrolled,1:5,1200,0,0,0,0,0,100,100,0,5872.0,0.0,0.0,0,446,402,44,113059.0,40141.0,90.00224215246637,37,118931.0,200,1000,600,600,502,98,0.2788888888888889,79.92430278884463,40141.0,98,231.5378486055777,116232.0,breakdown,5,1800.0,600.0,2400.0,281,44,54,546,600,0,0
cooperative_limited,1:5,1200,88,0,88,88,157,100,100,0,6075.0,0.0,0.0,0,402,357,45,114176.0,52488.0,130.56716417910448,39,120251.0,200,1000,600,600,457,143,0.2538888888888889,114.81838074398249,52488.0,143,256.94529540481403,117424.0,breakdown,1,1800.0,600.0,2400.0,333,45,98,502,600,0,0
cooperative_limited,1:5,1200,90,0,90,90,152,100,100,0,6071.0,0.0,0.0,0,400,353,47,114544.0,52791.0,131.9775,39,120615.0,200,1000,600,600,453,147,0.25166666666666665,116.50993377483444,52791.0,147,259.6909492273731,117640.0,breakdown,2,1800.0,600.0,2400.0,339,47,100,500,600,0,0
cooperative_limited,1:5,1200,89,0,89,89,152,100,100,0,6006.0,0.0,0.0,0,402,356,46,114482.0,52509.0,130.61940298507463,39,120488.0,200,1000,600,600,456,144,0.25333333333333335,115.1140350877193,52509.0,144,257.8201754385965,117566.0,breakdown,3,1800.0,600.0,2400.0,334,46,98,502,600,0,0
cooperative_limited,1:5,1200,90,0,90,90,146,100,100,0,5970.0,0.0,0.0,0,396,352,44,113960.0,53802.0,135.86363636363637,41,119930.0,200,1000,600,600,452,148,0.2511111111111111,118.99557522123894,53802.0,148,259.3893805309734,117244.0,breakdown,4,1800.0,600.0,2400.0,339,44,104,496,600,0,0
cooperative_limited,1:5,1200,89,0,89,89,156,100,100,0,5982.0,0.0,0.0,0,400,354,46,114203.0,52383.0,130.9575,38,120185.0,200,1000,600,600,454,146,0.25222222222222224,115.34801762114537,52383.0,146,258.2180616740088,117231.0,breakdown,5,1800.0,600.0,2400.0,333,46,100,500,600,0,0
