strategy,demand_ratio,total_demand_veh_h,interventions,successful_releases,timed_out_interventions,yielded_main_vehicles,side_merges_after_intervention,meter_release_interval_s,meter_releases,main_loaded_veh,main_departed_veh,main_arrived_veh,main_network_unfinished_veh,main_pending_veh_end,main_total_unfinished_veh,main_network_time_spent_s,main_insertion_wait_time_s,main_total_time_spent_s,main_stopped_time_s,main_avg_stopped_time_s,main_peak_network_queue_vehicles,main_peak_pending_vehicles,side_loaded_veh,side_departed_veh,side_arrived_veh,side_network_unfinished_veh,side_pending_veh_end,side_total_unfinished_veh,side_network_time_spent_s,side_insertion_wait_time_s,side_total_time_spent_s,side_stopped_time_s,side_avg_stopped_time_s,side_peak_network_queue_vehicles,side_peak_pending_vehicles,network_time_spent_s,insertion_wait_time_s,total_time_spent_s,accounted_loaded_veh,loaded_reconciliation_error_veh,main_veh_h,side_veh_h,expected_generated_veh,generated_veh,arrived_veh,unfinished_vehicles,throughput,avg_wait_time_s,total_wait_time_s,queue_length,avg_travel_time_s,total_travel_time_s,state,seed,duration_s,clearance_time_s,simulation_end_s,peak_queue_vehicles,final_running_vehicles,final_waiting_vehicles,inserted_vehicles,loaded_vehicles,teleports,collisions
ramp_fixed_4s,1:3,800,0,0,0,0,0,4.0,300,100,100,100,0,0,0,5923.0,0.0,5923.0,0.0,0.0,0,0,300,300,300,0,0,0,72388.0,10521.0,82909.0,17433.0,58.11,31,26,78311.0,10521.0,88832.0,400,0,200,600,400,400,400,0,0.2222222222222222,43.555,17422.0,0,195.7775,78311.0,queue,1,1800.0,600.0,2400.0,50,0,0,400,400,0,0
ramp_fixed_4s,1:3,800,0,0,0,0,0,4.0,300,100,100,100,0,0,0,5952.0,0.0,5952.0,0.0,0.0,0,0,300,300,300,0,0,0,85229.0,37388.0,122617.0,23113.0,77.04333333333334,34,50,91181.0,37388.0,128569.0,400,0,200,600,400,400,400,0,0.2222222222222222,57.75,23100.0,0,227.9525,91181.0,queue,2,1800.0,600.0,2400.0,66,0,0,400,400,0,0
ramp_fixed_4s,1:3,800,0,0,0,0,0,4.0,300,100,100,100,0,0,0,5906.0,0.0,5906.0,0.0,0.0,0,0,300,300,300,0,0,0,86239.0,28460.0,114699.0,23079.0,76.93,33,46,92145.0,28460.0,120605.0,400,0,200,600,400,400,400,0,0.2222222222222222,57.66,23064.0,0,230.3625,92145.0,queue,3,1800.0,600.0,2400.0,70,0,0,400,400,0,0
ramp_fixed_4s,1:3,800,0,0,0,0,0,4.0,300,100,100,100,0,0,0,5879.0,0.0,5879.0,0.0,0.0,0,0,300,300,300,0,0,0,91434.0,34821.0,126255.0,23268.0,77.56,34,50,97313.0,34821.0,132134.0,400,0,200,600,400,400,400,0,0.2222222222222222,58.1225,23249.0,0,243.2825,97313.0,queue,4,1800.0,600.0,2400.0,75,0,0,400,400,0,0
ramp_fixed_4s,1:3,800,0,0,0,0,0,4.0,300,100,100,100,0,0,0,5940.0,0.0,5940.0,0.0,0.0,0,0,300,300,300,0,0,0,80232.0,23486.0,103718.0,21797.0,72.65666666666667,35,40,86172.0,23486.0,109658.0,400,0,200,600,400,400,400,0,0.2222222222222222,54.4625,21785.0,0,215.43,86172.0,queue,5,1800.0,600.0,2400.0,66,0,0,400,400,0,0
ramp_fixed_6s,1:3,800,0,0,0,0,0,6.0,300,100,100,100,0,0,0,5896.0,0.0,5896.0,0.0,0.0,0,0,300,300,300,0,0,0,88151.0,25064.0,113215.0,16163.0,53.876666666666665,27,37,94047.0,25064.0,119111.0,400,0,200,600,400,400,400,0,0.2222222222222222,39.9275,15971.0,0,235.1175,94047.0,queue,1,1800.0,600.0,2400.0,56,0,0,400,400,0,0
ramp_fixed_6s,1:3,800,0,0,0,0,0,6.0,300,100,100,100,0,0,0,5960.0,0.0,5960.0,0.0,0.0,0,0,300,300,300,0,0,0,89373.0,35508.0,124881.0,16336.0,54.45333333333333,30,45,95333.0,35508.0,130841.0,400,0,200,600,400,400,400,0,0.2222222222222222,40.3975,16159.0,0,238.3325,95333.0,queue,2,1800.0,600.0,2400.0,54,0,0,400,400,0,0
ramp_fixed_6s,1:3,800,0,0,0,0,0,6.0,300,100,100,100,0,0,0,5881.0,0.0,5881.0,0.0,0.0,0,0,300,300,300,0,0,0,91784.0,32106.0,123890.0,18327.0,61.09,27,48,97665.0,32106.0,129771.0,400,0,200,600,400,400,400,0,0.2222222222222222,45.395,18158.0,0,244.1625,97665.0,queue,3,1800.0,600.0,2400.0,67,0,0,400,400,0,0
ramp_fixed_6s,1:3,800,0,0,0,0,0,6.0,300,100,100,100,0,0,0,5891.0,0.0,5891.0,0.0,0.0,0,0,300,300,300,0,0,0,92017.0,33108.0,125125.0,17717.0,59.056666666666665,30,46,97908.0,33108.0,131016.0,400,0,200,600,400,400,400,0,0.2222222222222222,43.8725,17549.0,0,244.77,97908.0,queue,4,1800.0,600.0,2400.0,64,0,0,400,400,0,0
ramp_fixed_6s,1:3,800,0,0,0,0,0,6.0,300,100,100,100,0,0,0,5946.0,0.0,5946.0,0.0,0.0,0,0,300,300,297,3,0,3,90321.0,35183.0,125504.0,21073.0,70.24333333333334,32,52,96267.0,35183.0,131450.0,400,0,200,600,400,400,397,3,0.22055555555555556,52.67506297229219,20912.0,3,240.55163727959697,95499.0,breakdown,5,1800.0,600.0,2400.0,77,3,0,400,400,0,0
ramp_fixed_8s,1:3,800,0,0,0,0,0,8.0,289,100,100,100,0,0,0,5906.0,0.0,5906.0,0.0,0.0,0,0,300,300,283,17,0,17,92844.0,34679.0,127523.0,7488.0,24.96,23,49,98750.0,34679.0,133429.0,400,0,200,600,400,400,383,17,0.2127777777777778,17.660574412532636,6764.0,17,245.644908616188,94082.0,breakdown,1,1800.0,600.0,2400.0,56,17,0,400,400,0,0
ramp_fixed_8s,1:3,800,0,0,0,0,0,8.0,271,100,100,100,0,0,0,5943.0,0.0,5943.0,0.0,0.0,0,0,300,300,264,36,0,36,97570.0,56539.0,154109.0,12638.0,42.126666666666665,27,68,103513.0,56539.0,160052.0,400,0,200,600,400,400,364,36,0.20222222222222222,32.78846153846154,11935.0,36,263.90934065934067,96063.0,breakdown,2,1800.0,600.0,2400.0,73,36,0,400,400,0,0
ramp_fixed_8s,1:3,800,0,0,0,0,0,8.0,287,100,100,100,0,0,0,5890.0,0.0,5890.0,0.0,0.0,0,0,300,300,280,20,0,20,93907.0,41586.0,135493.0,7488.0,24.96,27,52,99797.0,41586.0,141383.0,400,0,200,600,400,400,380,20,0.2111111111111111,17.792105263157893,6761.0,20,248.43157894736842,94404.0,breakdown,3,1800.0,600.0,2400.0,59,20,0,400,400,0,0
ramp_fixed_8s,1:3,800,0,0,0,0,0,8.0,289,100,100,100,0,0,0,5868.0,0.0,5868.0,0.0,0.0,0,0,300,300,282,18,0,18,93841.0,36794.0,130635.0,8421.0,28.07,23,50,99709.0,36794.0,136503.0,400,0,200,600,400,400,382,18,0.21222222222222223,20.083769633507853,7672.0,18,248.065445026178,94761.0,breakdown,4,1800.0,600.0,2400.0,58,18,0,400,400,0,0
ramp_fixed_8s,1:3,800,0,0,0,0,0,8.0,291,100,100,100,0,0,0,5985.0,0.0,5985.0,0.0,0.0,0,0,300,300,285,15,0,15,90301.0,34549.0,124850.0,5964.0,19.88,17,48,96286.0,34549.0,130835.0,400,0,200,600,400,400,385,15,0.21388888888888888,13.548051948051947,5216.0,15,239.07792207792207,92045.0,breakdown,5,1800.0,600.0,2400.0,50,15,0,400,400,0,0
uncontrolled,1:4,800,0,0,0,0,0,0.0,0,80,80,80,0,0,0,4826.0,0.0,4826.0,0.0,0.0,0,0,320,320,320,0,0,0,20462.0,0.0,20462.0,44.0,0.1375,1,0,25288.0,0.0,25288.0,400,0,160,640,400,400,400,0,0.2222222222222222,0.11,44.0,0,63.22,25288.0,queue,1,1800.0,600.0,2400.0,1,0,0,400,400,0,0
uncontrolled,1:4,800,0,0,0,0,0,0.0,0,80,80,80,0,0,0,4830.0,0.0,4830.0,0.0,0.0,0,0,320,320,320,0,0,0,20550.0,0.0,20550.0,25.0,0.078125,1,0,25380.0,0.0,25380.0,400,0,160,640,400,400,400,0,0.2222222222222222,0.0625,25.0,0,63.45,25380.0,queue,2,1800.0,600.0,2400.0,1,0,0,400,400,0,0
uncontrolled,1:4,800,0,0,0,0,0,0.0,0,80,80,80,0,0,0,4857.0,0.0,4857.0,0.0,0.0,0,0,320,320,320,0,0,0,20619.0,0.0,20619.0,54.0,0.16875,2,0,25476.0,0.0,25476.0,400,0,160,640,400,400,400,0,0.2222222222222222,0.135,54.0,0,63.69,25476.0,queue,3,1800.0,600.0,2400.0,2,0,0,400,400,0,0
uncontrolled,1:4,800,0,0,0,0,0,0.0,0,80,80,80,0,0,0,4788.0,0.0,4788.0,0.0,0.0,0,0,320,320,320,0,0,0,20390.0,0.0,20390.0,32.0,0.1,1,0,25178.0,0.0,25178.0,400,0,160,640,400,400,400,0,0.2222222222222222,0.08,32.0,0,62.945,25178.0,queue,4,1800.0,600.0,2400.0,1,0,0,400,400,0,0
uncontrolled,1:4,800,0,0,0,0,0,0.0,0,80,80,80,0,0,0,4840.0,0.0,4840.0,0.0,0.0,0,0,320,320,320,0,0,0,20497.0,0.0,20497.0,68.0,0.2125,1,0,25337.0,0.0,25337.0,400,0,160,640,400,400,400,0,0.2222222222222222,0.17,68.0,0,63.3425,25337.0,queue,5,1800.0,600.0,2400.0,1,0,0,400,400,0,0
cooperative_limited,1:4,800,0,0,0,0,0,0.0,0,80,80,80,0,0,0,4826.0,0.0,4826.0,0.0,0.0,0,0,320,320,320,0,0,0,20462.0,0.0,20462.0,44.0,0.1375,1,0,25288.0,0.0,25288.0,400,0,160,640,400,400,400,0,0.2222222222222222,0.11,44.0,0,63.22,25288.0,queue,1,1800.0,600.0,2400.0,1,0,0,400,400,0,0
cooperative_limited,1:4,800,0,0,0,0,0,0.0,0,80,80,80,0,0,0,4830.0,0.0,4830.0,0.0,0.0,0,0,320,320,320,0,0,0,20550.0,0.0,20550.0,25.0,0.078125,1,0,25380.0,0.0,25380.0,400,0,160,640,400,400,400,0,0.2222222222222222,0.0625,25.0,0,63.45,25380.0,queue,2,1800.0,600.0,2400.0,1,0,0,400,400,0,0
cooperative_limited,1:4,800,0,0,0,0,0,0.0,0,80,80,80,0,0,0,4857.0,0.0,4857.0,0.0,0.0,0,0,320,320,320,0,0,0,20619.0,0.0,20619.0,54.0,0.16875,2,0,25476.0,0.0,25476.0,400,0,160,640,400,400,400,0,0.2222222222222222,0.135,54.0,0,63.69,25476.0,queue,3,1800.0,600.0,2400.0,2,0,0,400,400,0,0
cooperative_limited,1:4,800,0,0,0,0,0,0.0,0,80,80,80,0,0,0,4788.0,0.0,4788.0,0.0,0.0,0,0,320,320,320,0,0,0,20390.0,0.0,20390.0,32.0,0.1,1,0,25178.0,0.0,25178.0,400,0,160,640,400,400,400,0,0.2222222222222222,0.08,32.0,0,62.945,25178.0,queue,4,1800.0,600.0,2400.0,1,0,0,400,400,0,0
cooperative_limited,1:4,800,0,0,0,0,0,0.0,0,80,80,80,0,0,0,4840.0,0.0,4840.0,0.0,0.0,0,0,320,320,320,0,0,0,20497.0,0.0,20497.0,68.0,0.2125,1,0,25337.0,0.0,25337.0,400,0,160,640,400,400,400,0,0.2222222222222222,0.17,68.0,0,63.3425,25337.0,queue,5,1800.0,600.0,2400.0,1,0,0,400,400,0,0
ramp_fixed_4s,1:4,800,0,0,0,0,0,4.0,320,80,80,80,0,0,0,4772.0,0.0,4772.0,0.0,0.0,0,0,320,320,320,0,0,0,23262.0,0.0,23262.0,99.0,0.309375,1,0,28034.0,0.0,28034.0,400,0,160,640,400,400,400,0,0.2222222222222222,0.2475,99.0,0,70.085,28034.0,queue,1,1800.0,600.0,2400.0,1,0,0,400,400,0,0
ramp_fixed_4s,1:4,800,0,0,0,0,0,4.0,320,80,80,80,0,0,0,4828.0,0.0,4828.0,0.0,0.0,0,0,320,320,320,0,0,0,23541.0,0.0,23541.0,150.0,0.46875,5,0,28369.0,0.0,28369.0,400,0,160,640,400,400,400,0,0.2222222222222222,0.375,150.0,0,70.9225,28369.0,queue,2,1800.0,600.0,2400.0,5,0,0,400,400,0,0
ramp_fixed_4s,1:4,800,0,0,0,0,0,4.0,320,80,80,80,0,0,0,4848.0,0.0,4848.0,0.0,0.0,0,0,320,320,320,0,0,0,23399.0,0.0,23399.0,169.0,0.528125,4,0,28247.0,0.0,28247.0,400,0,160,640,400,400,400,0,0.2222222222222222,0.4225,169.0,0,70.6175,28247.0,queue,3,1800.0,600.0,2400.0,4,0,0,400,400,0,0
ramp_fixed_4s,1:4,800,0,0,0,0,0,4.0,320,80,80,80,0,0,0,4724.0,0.0,4724.0,0.0,0.0,0,0,320,320,320,0,0,0,23409.0,0.0,23409.0,287.0,0.896875,5,0,28133.0,0.0,28133.0,400,0,160,640,400,400,400,0,0.2222222222222222,0.7175,287.0,0,70.3325,28133.0,queue,4,1800.0,600.0,2400.0,5,0,0,400,400,0,0
ramp_fixed_4s,1:4,800,0,0,0,0,0,4.0,320,80,80,80,0,0,0,4764.0,0.0,4764.0,0.0,0.0,0,0,320,320,320,0,0,0,23551.0,0.0,23551.0,246.0,0.76875,5,0,28315.0,0.0,28315.0,400,0,160,640,400,400,400,0,0.2222222222222222,0.615,246.0,0,70.7875,28315.0,queue,5,1800.0,600.0,2400.0,5,0,0,400,400,0,0
ramp_fixed_6s,1:4,800,0,0,0,0,0,6.0,320,80,80,80,0,0,0,4776.0,0.0,4776.0,0.0,0.0,0,0,320,320,320,0,0,0,42744.0,0.0,42744.0,379.0,1.184375,3,0,47520.0,0.0,47520.0,400,0,160,640,400,400,400,0,0.2222222222222222,0.4225,169.0,0,118.8,47520.0,queue,1,1800.0,600.0,2400.0,3,0,0,400,400,0,0
ramp_fixed_6s,1:4,800,0,0,0,0,0,6.0,320,80,80,80,0,0,0,4792.0,0.0,4792.0,0.0,0.0,0,0,320,320,320,0,0,0,43296.0,0.0,43296.0,425.0,1.328125,4,0,48088.0,0.0,48088.0,400,0,160,640,400,400,400,0,0.2222222222222222,0.555,222.0,0,120.22,48088.0,queue,2,1800.0,600.0,2400.0,4,0,0,400,400,0,0
ramp_fixed_6s,1:4,800,0,0,0,0,0,6.0,320,80,80,80,0,0,0,4814.0,0.0,4814.0,0.0,0.0,0,0,320,320,320,0,0,0,43268.0,0.0,43268.0,523.0,1.634375,5,0,48082.0,0.0,48082.0,400,0,160,640,400,400,400,0,0.2222222222222222,0.8325,333.0,0,120.205,48082.0,queue,3,1800.0,600.0,2400.0,5,0,0,400,400,0,0
ramp_fixed_6s,1:4,800,0,0,0,0,0,6.0,320,80,80,80,0,0,0,4757.0,0.0,4757.0,0.0,0.0,0,0,320,320,320,0,0,0,42232.0,0.0,42232.0,366.0,1.14375,2,0,46989.0,0.0,46989.0,400,0,160,640,400,400,400,0,0.2222222222222222,0.4575,183.0,0,117.4725,46989.0,queue,4,1800.0,600.0,2400.0,2,0,0,400,400,0,0
ramp_fixed_6s,1:4,800,0,0,0,0,0,6.0,320,80,80,80,0,0,0,4800.0,0.0,4800.0,0.0,0.0,0,0,320,320,320,0,0,0,42810.0,0.0,42810.0,341.0,1.065625,2,0,47610.0,0.0,47610.0,400,0,160,640,400,400,400,0,0.2222222222222222,0.39,156.0,0,119.025,47610.0,queue,5,1800.0,600.0,2400.0,2,0,0,400,400,0,0
ramp_fixed_8s,1:4,800,0,0,0,0,0,8.0,298,80,80,80,0,0,0,4708.0,0.0,4708.0,0.0,0.0,0,0,320,320,292,28,0,28,91676.0,49270.0,140946.0,1963.0,6.134375,3,61,96384.0,49270.0,145654.0,400,0,160,640,400,400,372,28,0.20666666666666667,3.206989247311828,1193.0,28,241.73924731182797,89927.0,breakdown,1,1800.0,600.0,2400.0,62,28,0,400,400,0,0
ramp_fixed_8s,1:4,800,0,0,0,0,0,8.0,298,80,80,80,0,0,0,4756.0,0.0,4756.0,0.0,0.0,0,0,320,320,292,28,0,28,91812.0,49229.0,141041.0,2067.0,6.459375,4,61,96568.0,49229.0,145797.0,400,0,160,640,400,400,372,28,0.20666666666666667,3.4166666666666665,1271.0,28,242.2311827956989,90110.0,breakdown,2,1800.0,600.0,2400.0,62,28,0,400,400,0,0
ramp_fixed_8s,1:4,800,0,0,0,0,0,8.0,299,80,80,80,0,0,0,4759.0,0.0,4759.0,0.0,0.0,0,0,320,320,292,28,0,28,91629.0,48826.0,140455.0,2083.0,6.509375,4,60,96388.0,48826.0,145214.0,400,0,160,640,400,400,372,28,0.20666666666666667,3.413978494623656,1270.0,28,241.55913978494624,89860.0,breakdown,3,1800.0,600.0,2400.0,62,28,0,400,400,0,0
ramp_fixed_8s,1:4,800,0,0,0,0,0,8.0,299,80,80,80,0,0,0,4708.0,0.0,4708.0,0.0,0.0,0,0,320,320,292,28,0,28,91519.0,48612.0,140131.0,2172.0,6.7875,5,60,96227.0,48612.0,144839.0,400,0,160,640,400,400,372,28,0.20666666666666667,3.661290322580645,1362.0,28,241.05376344086022,89672.0,breakdown,4,1800.0,600.0,2400.0,61,28,0,400,400,0,0
ramp_fixed_8s,1:4,800,0,0,0,0,0,8.0,298,80,80,80,0,0,0,4760.0,0.0,4760.0,0.0,0.0,0,0,320,320,292,28,0,28,91766.0,49226.0,140992.0,2085.0,6.515625,3,61,96526.0,49226.0,145752.0,400,0,160,640,400,400,372,28,0.20666666666666667,3.4489247311827955,1283.0,28,242.1021505376344,90062.0,breakdown,5,1800.0,600.0,2400.0,62,28,0,400,400,0,0
uncontrolled,1:5,800,0,0,0,0,0,0.0,0,67,67,67,0,0,0,3977.0,0.0,3977.0,0.0,0.0,0,0,334,334,334,0,0,0,21469.0,0.0,21469.0,60.0,0.17964071856287425,1,0,25446.0,0.0,25446.0,401,0,133,667,400,401,401,0,0.22277777777777777,0.14962593516209477,60.0,0,63.45635910224439,25446.0,queue,1,1800.0,600.0,2400.0,1,0,0,401,401,0,0
uncontrolled,1:5,800,0,0,0,0,0,0.0,0,67,67,67,0,0,0,4041.0,0.0,4041.0,0.0,0.0,0,0,334,334,334,0,0,0,21577.0,0.0,21577.0,85.0,0.25449101796407186,1,0,25618.0,0.0,25618.0,401,0,133,667,400,401,401,0,0.22277777777777777,0.2119700748129676,85.0,0,63.885286783042396,25618.0,queue,2,1800.0,600.0,2400.0,1,0,0,401,401,0,0
uncontrolled,1:5,800,0,0,0,0,0,0.0,0,67,67,67,0,0,0,4044.0,0.0,4044.0,0.0,0.0,0,0,334,334,334,0,0,0,21504.0,0.0,21504.0,67.0,0.20059880239520958,1,0,25548.0,0.0,25548.0,401,0,133,667,400,401,401,0,0.22277777777777777,0.16708229426433915,67.0,0,63.71072319201995,25548.0,queue,3,1800.0,600.0,2400.0,1,0,0,401,401,0,0
uncontrolled,1:5,800,0,0,0,0,0,0.0,0,67,67,67,0,0,0,3995.0,0.0,3995.0,0.0,0.0,0,0,334,334,334,0,0,0,21336.0,0.0,21336.0,57.0,0.17065868263473055,1,0,25331.0,0.0,25331.0,401,0,133,667,400,401,401,0,0.22277777777777777,0.14214463840399003,57.0,0,63.16957605985037,25331.0,queue,4,1800.0,600.0,2400.0,1,0,0,401,401,0,0
uncontrolled,1:5,800,0,0,0,0,0,0.0,0,67,67,67,0,0,0,3987.0,0.0,3987.0,0.0,0.0,0,0,334,334,334,0,0,0,21528.0,0.0,21528.0,85.0,0.25449101796407186,2,0,25515.0,0.0,25515.0,401,0,133,667,400,401,401,0,0.22277777777777777,0.2119700748129676,85.0,0,63.6284289276808,25515.0,queue,5,1800.0,600.0,2400.0,2,0,0,401,401,0,0
cooperative_limited,1:5,800,0,0,0,0,0,0.0,0,67,67,67,0,0,0,3977.0,0.0,3977.0,0.0,0.0,0,0,334,334,334,0,0,0,21469.0,0.0,21469.0,60.0,0.17964071856287425,1,0,25446.0,0.0,25446.0,401,0,133,667,400,401,401,0,0.22277777777777777,0.14962593516209477,60.0,0,63.45635910224439,25446.0,queue,1,1800.0,600.0,2400.0,1,0,0,401,401,0,0
cooperative_limited,1:5,800,0,0,0,0,0,0.0,0,67,67,67,0,0,0,4041.0,0.0,4041.0,0.0,0.0,0,0,334,334,334,0,0,0,21577.0,0.0,21577.0,85.0,0.25449101796407186,1,0,25618.0,0.0,25618.0,401,0,133,667,400,401,401,0,0.22277777777777777,0.2119700748129676,85.0,0,63.885286783042396,25618.0,queue,2,1800.0,600.0,2400.0,1,0,0,401,401,0,0
cooperative_limited,1:5,800,0,0,0,0,0,0.0,0,67,67,67,0,0,0,4044.0,0.0,4044.0,0.0,0.0,0,0,334,334,334,0,0,0,21504.0,0.0,21504.0,67.0,0.20059880239520958,1,0,25548.0,0.0,25548.0,401,0,133,667,400,401,401,0,0.22277777777777777,0.16708229426433915,67.0,0,63.71072319201995,25548.0,queue,3,1800.0,600.0,2400.0,1,0,0,401,401,0,0
cooperative_limited,1:5,800,0,0,0,0,0,0.0,0,67,67,67,0,0,0,3995.0,0.0,3995.0,0.0,0.0,0,0,334,334,334,0,0,0,21336.0,0.0,21336.0,57.0,0.17065868263473055,1,0,25331.0,0.0,25331.0,401,0,133,667,400,401,401,0,0.22277777777777777,0.14214463840399003,57.0,0,63.16957605985037,25331.0,queue,4,1800.0,600.0,2400.0,1,0,0,401,401,0,0
cooperative_limited,1:5,800,0,0,0,0,0,0.0,0,67,67,67,0,0,0,3987.0,0.0,3987.0,0.0,0.0,0,0,334,334,334,0,0,0,21528.0,0.0,21528.0,85.0,0.25449101796407186,2,0,25515.0,0.0,25515.0,401,0,133,667,400,401,401,0,0.22277777777777777,0.2119700748129676,85.0,0,63.6284289276808,25515.0,queue,5,1800.0,600.0,2400.0,2,0,0,401,401,0,0
ramp_fixed_4s,1:5,800,0,0,0,0,0,4.0,334,67,67,67,0,0,0,3978.0,0.0,3978.0,0.0,0.0,0,0,334,334,334,0,0,0,24402.0,0.0,24402.0,70.0,0.20958083832335328,1,0,28380.0,0.0,28380.0,401,0,133,667,400,401,401,0,0.22277777777777777,0.1745635910224439,70.0,0,70.77306733167082,28380.0,queue,1,1800.0,600.0,2400.0,1,0,0,401,401,0,0
ramp_fixed_4s,1:5,800,0,0,0,0,0,4.0,334,67,67,67,0,0,0,4070.0,0.0,4070.0,0.0,0.0,0,0,334,334,334,0,0,0,24329.0,0.0,24329.0,56.0,0.16766467065868262,2,0,28399.0,0.0,28399.0,401,0,133,667,400,401,401,0,0.22277777777777777,0.1396508728179551,56.0,0,70.82044887780549,28399.0,queue,2,1800.0,600.0,2400.0,2,0,0,401,401,0,0
ramp_fixed_4s,1:5,800,0,0,0,0,0,4.0,334,67,67,67,0,0,0,4089.0,0.0,4089.0,0.0,0.0,0,0,334,334,334,0,0,0,24353.0,0.0,24353.0,49.0,0.1467065868263473,1,0,28442.0,0.0,28442.0,401,0,133,667,400,401,401,0,0.22277777777777777,0.12219451371571072,49.0,0,70.92768079800499,28442.0,queue,3,1800.0,600.0,2400.0,1,0,0,401,401,0,0
ramp_fixed_4s,1:5,800,0,0,0,0,0,4.0,334,67,67,67,0,0,0,3979.0,0.0,3979.0,0.0,0.0,0,0,334,334,334,0,0,0,24117.0,0.0,24117.0,70.0,0.20958083832335328,2,0,28096.0,0.0,28096.0,401,0,133,667,400,401,401,0,0.22277777777777777,0.1745635910224439,70.0,0,70.06483790523691,28096.0,queue,4,1800.0,600.0,2400.0,2,0,0,401,401,0,0
ramp_fixed_4s,1:5,800,0,0,0,0,0,4.0,334,67,67,67,0,0,0,4015.0,0.0,4015.0,0.0,0.0,0,0,334,334,334,0,0,0,24305.0,0.0,24305.0,71.0,0.2125748502994012,1,0,28320.0,0.0,28320.0,401,0,133,667,400,401,401,0,0.22277777777777777,0.1770573566084788,71.0,0,70.62344139650872,28320.0,queue,5,1800.0,600.0,2400.0,1,0,0,401,401,0,0
ramp_fixed_6s,1:5,800,0,0,0,0,0,6.0,334,67,67,67,0,0,0,3951.0,0.0,3951.0,0.0,0.0,0,0,334,334,334,0,0,0,57999.0,236.0,58235.0,365.0,1.092814371257485,3,3,61950.0,236.0,62186.0,401,0,133,667,400,401,401,0,0.22277777777777777,0.46384039900249374,186.0,0,154.48877805486285,61950.0,queue,1,1800.0,600.0,2400.0,4,0,0,401,401,0,0
ramp_fixed_6s,1:5,800,0,0,0,0,0,6.0,334,67,67,67,0,0,0,4021.0,0.0,4021.0,0.0,0.0,0,0,334,334,334,0,0,0,59271.0,320.0,59591.0,433.0,1.2964071856287425,2,4,63292.0,320.0,63612.0,401,0,133,667,400,401,401,0,0.22277777777777777,0.5286783042394015,212.0,0,157.8354114713217,63292.0,queue,2,1800.0,600.0,2400.0,4,0,0,401,401,0,0
ramp_fixed_6s,1:5,800,0,0,0,0,0,6.0,334,67,67,67,0,0,0,4043.0,0.0,4043.0,0.0,0.0,0,0,334,334,334,0,0,0,57709.0,157.0,57866.0,396.0,1.18562874251497,2,3,61752.0,157.0,61909.0,401,0,133,667,400,401,401,0,0.22277777777777777,0.4937655860349127,198.0,0,153.99501246882792,61752.0,queue,3,1800.0,600.0,2400.0,3,0,0,401,401,0,0
ramp_fixed_6s,1:5,800,0,0,0,0,0,6.0,334,67,67,67,0,0,0,3952.0,0.0,3952.0,0.0,0.0,0,0,334,334,334,0,0,0,57210.0,138.0,57348.0,391.0,1.1706586826347305,2,3,61162.0,138.0,61300.0,401,0,133,667,400,401,401,0,0.22277777777777777,0.4538653366583541,182.0,0,152.52369077306733,61162.0,queue,4,1800.0,600.0,2400.0,3,0,0,401,401,0,0
ramp_fixed_6s,1:5,800,0,0,0,0,0,6.0,334,67,67,67,0,0,0,3980.0,0.0,3980.0,0.0,0.0,0,0,334,334,334,0,0,0,58138.0,234.0,58372.0,402.0,1.2035928143712575,2,3,62118.0,234.0,62352.0,401,0,133,667,400,401,401,0,0.22277777777777777,0.5087281795511222,204.0,0,154.9077306733167,62118.0,queue,5,1800.0,600.0,2400.0,4,0,0,401,401,0,0
ramp_fixed_8s,1:5,800,0,0,0,0,0,8.0,298,67,67,67,0,0,0,3944.0,0.0,3944.0,0.0,0.0,0,0,334,334,291,43,0,43,93858.0,67305.0,161163.0,1947.0,5.8293413173652695,3,74,97802.0,67305.0,165107.0,401,0,133,667,400,401,358,43,0.1988888888888889,3.2374301675977653,1159.0,43,251.60055865921788,90073.0,breakdown,1,1800.0,600.0,2400.0,76,43,0,401,401,0,0
ramp_fixed_8s,1:5,800,0,0,0,0,0,8.0,298,67,67,67,0,0,0,4000.0,0.0,4000.0,0.0,0.0,0,0,334,334,292,42,0,42,94088.0,67735.0,161823.0,1980.0,5.92814371257485,3,74,98088.0,67735.0,165823.0,401,0,133,667,400,401,359,42,0.19944444444444445,3.328690807799443,1195.0,42,252.8857938718663,90786.0,breakdown,2,1800.0,600.0,2400.0,75,42,0,401,401,0,0
ramp_fixed_8s,1:5,800,0,0,0,0,0,8.0,299,67,67,67,0,0,0,3983.0,0.0,3983.0,0.0,0.0,0,0,334,334,292,42,0,42,93867.0,67075.0,160942.0,1943.0,5.817365269461078,3,74,97850.0,67075.0,164925.0,401,0,133,667,400,401,359,42,0.19944444444444445,3.3008356545961,1185.0,42,251.8857938718663,90427.0,breakdown,3,1800.0,600.0,2400.0,76,42,0,401,401,0,0
ramp_fixed_8s,1:5,800,0,0,0,0,0,8.0,299,67,67,67,0,0,0,3962.0,0.0,3962.0,0.0,0.0,0,0,334,334,292,42,0,42,93710.0,66827.0,160537.0,2000.0,5.9880239520958085,4,74,97672.0,66827.0,164499.0,401,0,133,667,400,401,359,42,0.19944444444444445,3.403899721448468,1222.0,42,251.27298050139277,90207.0,breakdown,4,1800.0,600.0,2400.0,75,42,0,401,401,0,0
