strategy,demand_ratio,total_demand_veh_h,interventions,successful_releases,timed_out_interventions,yielded_main_vehicles,side_merges_after_intervention,meter_release_interval_s,meter_releases,main_loaded_veh,main_departed_veh,main_arrived_veh,main_network_unfinished_veh,main_pending_veh_end,main_total_unfinished_veh,main_network_time_spent_s,main_insertion_wait_time_s,main_total_time_spent_s,main_stopped_time_s,main_avg_stopped_time_s,main_peak_network_queue_vehicles,main_peak_pending_vehicles,side_loaded_veh,side_departed_veh,side_arrived_veh,side_network_unfinished_veh,side_pending_veh_end,side_total_unfinished_veh,side_network_time_spent_s,side_insertion_wait_time_s,side_total_time_spent_s,side_stopped_time_s,side_avg_stopped_time_s,side_peak_network_queue_vehicles,side_peak_pending_vehicles,network_time_spent_s,insertion_wait_time_s,total_time_spent_s,accounted_loaded_veh,loaded_reconciliation_error_veh,main_veh_h,side_veh_h,expected_generated_veh,generated_veh,arrived_veh,unfinished_vehicles,throughput,avg_wait_time_s,total_wait_time_s,queue_length,avg_travel_time_s,total_travel_time_s,state,seed,duration_s,clearance_time_s,simulation_end_s,peak_queue_vehicles,final_running_vehicles,final_waiting_vehicles,inserted_vehicles,loaded_vehicles,teleports,collisions
ramp_fixed_8s,1:5,800,0,0,0,0,0,8.0,298,67,67,67,0,0,0,4001.0,0.0,4001.0,0.0,0.0,0,0,334,334,291,43,0,43,93969.0,67267.0,161236.0,2051.0,6.140718562874252,3,74,97970.0,67267.0,165237.0,401,0,133,667,400,401,358,43,0.1988888888888889,3.547486033519553,1270.0,43,252.04189944134077,90231.0,breakdown,5,1800.0,600.0,2400.0,76,43,0,401,401,0,0
uncontrolled,1:1,1000,0,0,0,0,0,0.0,0,250,250,250,0,0,0,14790.0,0.0,14790.0,0.0,0.0,0,0,250,250,250,0,0,0,106763.0,137698.0,244461.0,65503.0,262.012,53,146,121553.0,137698.0,259251.0,500,0,500,500,500,500,500,0,0.2777777777777778,130.986,65493.0,0,243.106,121553.0,queue,1,1800.0,600.0,2400.0,197,0,0,500,500,0,0
uncontrolled,1:1,1000,0,0,0,0,0,0.0,0,250,250,250,0,0,0,14836.0,0.0,14836.0,0.0,0.0,0,0,250,250,250,0,0,0,105719.0,132662.0,238381.0,64490.0,257.96,53,143,120555.0,132662.0,253217.0,500,0,500,500,500,500,500,0,0.2777777777777778,128.962,64481.0,0,241.11,120555.0,queue,2,1800.0,600.0,2400.0,191,0,0,500,500,0,0
uncontrolled,1:1,1000,0,0,0,0,0,0.0,0,250,250,250,0,0,0,14594.0,0.0,14594.0,0.0,0.0,0,0,250,250,248,2,0,2,108174.0,143704.0,251878.0,67050.0,268.2,53,149,122768.0,143704.0,266472.0,500,0,500,500,500,500,498,2,0.27666666666666667,134.6164658634538,67039.0,2,246.0120481927711,122514.0,breakdown,3,1800.0,600.0,2400.0,202,2,0,500,500,0,0
uncontrolled,1:1,1000,0,0,0,0,0,0.0,0,250,250,250,0,0,0,14557.0,0.0,14557.0,0.0,0.0,0,0,250,250,250,0,0,0,107208.0,136510.0,243718.0,66013.0,264.052,53,147,121765.0,136510.0,258275.0,500,0,500,500,500,500,500,0,0.2777777777777778,131.992,65996.0,0,243.53,121765.0,queue,4,1800.0,600.0,2400.0,198,0,0,500,500,0,0
uncontrolled,1:1,1000,0,0,0,0,0,0.0,0,250,250,250,0,0,0,14611.0,0.0,14611.0,0.0,0.0,0,0,250,250,242,8,0,8,108353.0,149699.0,258052.0,67955.0,271.82,53,157,122964.0,149699.0,272663.0,500,0,500,500,500,500,492,8,0.2733333333333333,138.10162601626016,67946.0,8,247.9918699186992,122012.0,breakdown,5,1800.0,600.0,2400.0,200,8,0,500,500,0,0
cooperative_limited,1:1,1000,106,1,105,106,53,0.0,0,250,250,250,0,0,0,14947.0,0.0,14947.0,0.0,0.0,0,0,250,250,248,2,0,2,107640.0,143753.0,251393.0,68021.0,272.084,53,151,122587.0,143753.0,266340.0,500,0,500,500,500,500,498,2,0.27666666666666667,136.5562248995984,68005.0,2,245.67871485943775,122348.0,breakdown,1,1800.0,600.0,2400.0,202,2,0,500,500,0,0
cooperative_limited,1:1,1000,104,3,101,104,62,0.0,0,250,250,250,0,0,0,14981.0,0.0,14981.0,0.0,0.0,0,0,250,250,250,0,0,0,106066.0,132248.0,238314.0,64765.0,259.06,53,143,121047.0,132248.0,253295.0,500,0,500,500,500,500,500,0,0.2777777777777778,129.512,64756.0,0,242.094,121047.0,queue,2,1800.0,600.0,2400.0,191,0,0,500,500,0,0
cooperative_limited,1:1,1000,105,3,102,105,46,0.0,0,250,250,250,0,0,0,14727.0,0.0,14727.0,0.0,0.0,0,0,250,250,238,12,0,12,109892.0,157066.0,266958.0,69766.0,279.064,53,161,124619.0,157066.0,281685.0,500,0,500,500,500,500,488,12,0.27111111111111114,142.94467213114754,69757.0,12,252.6372950819672,123287.0,breakdown,3,1800.0,600.0,2400.0,209,12,0,500,500,0,0
cooperative_limited,1:1,1000,103,4,99,103,52,0.0,0,250,250,250,0,0,0,14697.0,0.0,14697.0,0.0,0.0,0,0,250,250,250,0,0,0,107296.0,136860.0,244156.0,67274.0,269.096,53,148,121993.0,136860.0,258853.0,500,0,500,500,500,500,500,0,0.2777777777777778,134.524,67262.0,0,243.986,121993.0,queue,4,1800.0,600.0,2400.0,194,0,0,500,500,0,0
cooperative_limited,1:1,1000,103,2,101,103,51,0.0,0,250,250,250,0,0,0,14772.0,0.0,14772.0,0.0,0.0,0,0,250,250,248,2,0,2,107385.0,143257.0,250642.0,67387.0,269.548,53,153,122157.0,143257.0,265414.0,500,0,500,500,500,500,498,2,0.27666666666666667,135.29718875502007,67378.0,2,244.79718875502007,121909.0,breakdown,5,1800.0,600.0,2400.0,196,2,0,500,500,0,0
ramp_fixed_4s,1:1,1000,0,0,0,0,0,4.0,173,250,250,250,0,0,0,14797.0,0.0,14797.0,0.0,0.0,0,0,250,206,163,43,44,87,109496.0,166345.0,275841.0,65531.0,318.1116504854369,53,150,124293.0,166345.0,290638.0,500,0,500,500,500,500,413,87,0.22944444444444445,158.61985472154964,65510.0,87,289.9782082324455,119761.0,breakdown,1,1800.0,600.0,2400.0,201,43,44,456,500,0,0
ramp_fixed_4s,1:1,1000,0,0,0,0,0,4.0,183,250,250,250,0,0,0,14822.0,0.0,14822.0,0.0,0.0,0,0,250,215,172,43,35,78,108439.0,154880.0,263319.0,63598.0,295.8046511627907,53,145,123261.0,154880.0,278141.0,500,0,500,500,500,500,422,78,0.23444444444444446,150.67298578199052,63584.0,78,281.3957345971564,118749.0,breakdown,2,1800.0,600.0,2400.0,192,43,35,465,500,0,0
ramp_fixed_4s,1:1,1000,0,0,0,0,0,4.0,173,250,250,250,0,0,0,14590.0,0.0,14590.0,0.0,0.0,0,0,250,206,162,44,44,88,109690.0,167275.0,276965.0,66470.0,322.66990291262135,53,151,124280.0,167275.0,291555.0,500,0,500,500,500,500,412,88,0.2288888888888889,161.29126213592232,66452.0,88,289.747572815534,119376.0,breakdown,3,1800.0,600.0,2400.0,204,44,44,456,500,0,0
ramp_fixed_4s,1:1,1000,0,0,0,0,0,4.0,174,250,250,250,0,0,0,14525.0,0.0,14525.0,0.0,0.0,0,0,250,206,163,43,44,87,110143.0,165336.0,275479.0,66984.0,325.1650485436893,53,153,124668.0,165336.0,290004.0,500,0,500,500,500,500,413,87,0.22944444444444445,162.11622276029055,66954.0,87,290.86924939467315,120129.0,breakdown,4,1800.0,600.0,2400.0,199,43,44,456,500,0,0
ramp_fixed_4s,1:1,1000,0,0,0,0,0,4.0,171,250,250,250,0,0,0,14609.0,0.0,14609.0,0.0,0.0,0,0,250,203,159,44,47,91,108600.0,167102.0,275702.0,66077.0,325.5024630541872,53,155,123209.0,167102.0,290311.0,500,0,500,500,500,500,409,91,0.22722222222222221,161.49877750611248,66053.0,91,289.39364303178485,118362.0,breakdown,5,1800.0,600.0,2400.0,198,44,47,453,500,0,0
ramp_fixed_6s,1:1,1000,0,0,0,0,0,6.0,153,250,250,250,0,0,0,14807.0,0.0,14807.0,0.0,0.0,0,0,250,187,144,43,63,106,109397.0,172764.0,282161.0,64877.0,346.93582887700535,53,151,124204.0,172764.0,296968.0,500,0,500,500,500,500,394,106,0.21888888888888888,164.4289340101523,64785.0,106,300.9746192893401,118584.0,breakdown,1,1800.0,600.0,2400.0,198,43,63,437,500,0,0
ramp_fixed_6s,1:1,1000,0,0,0,0,0,6.0,161,250,250,250,0,0,0,14814.0,0.0,14814.0,0.0,0.0,0,0,250,195,151,44,55,99,108348.0,161016.0,269364.0,62904.0,322.5846153846154,53,146,123162.0,161016.0,284178.0,500,0,500,500,500,500,401,99,0.22277777777777777,156.60349127182045,62798.0,99,292.7780548628429,117404.0,breakdown,2,1800.0,600.0,2400.0,192,44,55,445,500,0,0
ramp_fixed_6s,1:1,1000,0,0,0,0,0,6.0,154,250,250,250,0,0,0,14582.0,0.0,14582.0,0.0,0.0,0,0,250,188,145,43,62,105,109480.0,171943.0,281423.0,65328.0,347.48936170212767,53,151,124062.0,171943.0,296005.0,500,0,500,500,500,500,395,105,0.21944444444444444,165.15696202531646,65237.0,105,299.73417721518985,118395.0,breakdown,3,1800.0,600.0,2400.0,204,43,62,438,500,0,0
ramp_fixed_6s,1:1,1000,0,0,0,0,0,6.0,155,250,250,250,0,0,0,14564.0,0.0,14564.0,0.0,0.0,0,0,250,189,146,43,61,104,109848.0,167295.0,277143.0,64751.0,342.5978835978836,53,151,124412.0,167295.0,291707.0,500,0,500,500,500,500,396,104,0.22,163.27777777777777,64658.0,104,299.7651515151515,118707.0,breakdown,4,1800.0,600.0,2400.0,202,43,61,439,500,0,0
ramp_fixed_6s,1:1,1000,0,0,0,0,0,6.0,151,250,250,250,0,0,0,14613.0,0.0,14613.0,0.0,0.0,0,0,250,186,143,43,64,107,108517.0,171697.0,280214.0,65605.0,352.71505376344084,53,155,123130.0,171697.0,294827.0,500,0,500,500,500,500,393,107,0.21833333333333332,166.74045801526717,65529.0,107,299.4147582697201,117670.0,breakdown,5,1800.0,600.0,2400.0,198,43,64,436,500,0,0
ramp_fixed_8s,1:1,1000,0,0,0,0,0,8.0,128,250,250,250,0,0,0,14800.0,0.0,14800.0,0.0,0.0,0,0,250,164,121,43,86,129,109412.0,176100.0,285512.0,63839.0,389.2621951219512,53,152,124212.0,176100.0,300312.0,500,0,500,500,500,500,371,129,0.2061111111111111,171.26954177897574,63541.0,129,314.33692722371967,116619.0,breakdown,1,1800.0,600.0,2400.0,203,43,86,414,500,0,0
ramp_fixed_8s,1:1,1000,0,0,0,0,0,8.0,138,250,250,250,0,0,0,14845.0,0.0,14845.0,0.0,0.0,0,0,250,175,132,43,75,118,108205.0,164128.0,272333.0,60277.0,344.44,53,144,123050.0,164128.0,287178.0,500,0,500,500,500,500,382,118,0.21222222222222223,156.96596858638745,59961.0,118,302.7696335078534,115658.0,breakdown,2,1800.0,600.0,2400.0,185,43,75,425,500,0,0
ramp_fixed_8s,1:1,1000,0,0,0,0,0,8.0,131,250,250,250,0,0,0,14607.0,0.0,14607.0,0.0,0.0,0,0,250,167,124,43,83,126,107829.0,170699.0,278528.0,63058.0,377.5928143712575,53,150,122436.0,170699.0,293135.0,500,0,500,500,500,500,374,126,0.20777777777777778,167.79679144385025,62756.0,126,307.4197860962567,114975.0,breakdown,3,1800.0,600.0,2400.0,198,43,83,417,500,0,0
ramp_fixed_8s,1:1,1000,0,0,0,0,0,8.0,133,250,250,250,0,0,0,14552.0,0.0,14552.0,0.0,0.0,0,0,250,170,126,44,80,124,109691.0,169340.0,279031.0,62084.0,365.2,53,148,124243.0,169340.0,293583.0,500,0,500,500,500,500,376,124,0.2088888888888889,164.25,61758.0,124,309.8723404255319,116512.0,breakdown,4,1800.0,600.0,2400.0,199,44,80,420,500,0,0
ramp_fixed_8s,1:1,1000,0,0,0,0,0,8.0,128,250,250,250,0,0,0,14616.0,0.0,14616.0,0.0,0.0,0,0,250,165,122,43,85,128,109132.0,178607.0,287739.0,63936.0,387.4909090909091,53,154,123748.0,178607.0,302355.0,500,0,500,500,500,500,372,128,0.20666666666666667,171.01344086021504,63617.0,128,312.9220430107527,116407.0,breakdown,5,1800.0,600.0,2400.0,197,43,85,415,500,0,0
uncontrolled,1:2,1000,0,0,0,0,0,0.0,0,167,167,167,0,0,0,9693.0,0.0,9693.0,0.0,0.0,0,0,334,330,284,46,4,50,112050.0,210590.0,322640.0,61622.0,186.73333333333332,50,200,121743.0,210590.0,332333.0,501,0,333,667,500,501,451,50,0.25055555555555553,136.59423503325942,61604.0,50,263.74057649667407,118947.0,breakdown,1,1800.0,600.0,2400.0,240,46,4,497,501,0,0
uncontrolled,1:2,1000,0,0,0,0,0,0.0,0,167,167,167,0,0,0,9809.0,0.0,9809.0,0.0,0.0,0,0,334,330,282,48,4,52,112956.0,215293.0,328249.0,62196.0,188.47272727272727,53,202,122765.0,215293.0,338058.0,501,0,333,667,500,501,449,52,0.24944444444444444,138.48329621380847,62179.0,52,266.4877505567929,119653.0,breakdown,2,1800.0,600.0,2400.0,239,48,4,497,501,0,0
uncontrolled,1:2,1000,0,0,0,0,0,0.0,0,167,167,167,0,0,0,9786.0,0.0,9786.0,0.0,0.0,0,0,334,329,284,45,5,50,111876.0,212571.0,324447.0,61490.0,186.89969604863222,50,200,121662.0,212571.0,334233.0,501,0,333,667,500,501,451,50,0.25055555555555553,136.3059866962306,61474.0,50,263.6008869179601,118884.0,breakdown,3,1800.0,600.0,2400.0,240,45,5,496,501,0,0
uncontrolled,1:2,1000,0,0,0,0,0,0.0,0,167,167,167,0,0,0,9699.0,0.0,9699.0,0.0,0.0,0,0,334,325,280,45,9,54,112628.0,218822.0,331450.0,62599.0,192.6123076923077,50,203,122327.0,218822.0,341149.0,501,0,333,667,500,501,447,54,0.24833333333333332,140.00671140939596,62583.0,54,267.37136465324386,119515.0,breakdown,4,1800.0,600.0,2400.0,251,45,9,492,501,0,0
uncontrolled,1:2,1000,0,0,0,0,0,0.0,0,167,167,167,0,0,0,9688.0,0.0,9688.0,0.0,0.0,0,0,334,321,274,47,13,60,112034.0,223832.0,335866.0,62388.0,194.3551401869159,53,208,121722.0,223832.0,345554.0,501,0,333,667,500,501,441,60,0.245,141.43990929705217,62375.0,60,269.01814058956916,118637.0,breakdown,5,1800.0,600.0,2400.0,251,47,13,488,501,0,0
cooperative_limited,1:2,1000,89,1,88,89,82,0.0,0,167,167,167,0,0,0,9833.0,0.0,9833.0,0.0,0.0,0,0,334,326,281,45,8,53,112123.0,212987.0,325110.0,62143.0,190.62269938650306,53,203,121956.0,212987.0,334943.0,501,0,333,667,500,501,448,53,0.24888888888888888,138.68973214285714,62133.0,53,266.04910714285717,119190.0,breakdown,1,1800.0,600.0,2400.0,244,45,8,493,501,0,0
cooperative_limited,1:2,1000,93,0,93,93,80,0.0,0,167,167,167,0,0,0,9984.0,0.0,9984.0,0.0,0.0,0,0,334,318,272,46,16,62,113414.0,233577.0,346991.0,64393.0,202.4937106918239,53,210,123398.0,233577.0,356975.0,501,0,333,667,500,501,439,62,0.24388888888888888,146.65831435079727,64383.0,62,274.5763097949886,120539.0,breakdown,2,1800.0,600.0,2400.0,247,46,16,485,501,0,0
cooperative_limited,1:2,1000,86,1,85,86,88,0.0,0,167,167,167,0,0,0,9880.0,0.0,9880.0,0.0,0.0,0,0,334,333,286,47,1,48,112041.0,208954.0,320995.0,62226.0,186.86486486486487,52,197,121921.0,208954.0,330875.0,501,0,333,667,500,501,453,48,0.25166666666666665,137.33774834437085,62214.0,48,262.52759381898454,118925.0,breakdown,3,1800.0,600.0,2400.0,241,47,1,500,501,0,0
cooperative_limited,1:2,1000,88,0,88,88,87,0.0,0,167,167,167,0,0,0,9798.0,0.0,9798.0,0.0,0.0,0,0,334,325,279,46,9,55,112600.0,216650.0,329250.0,63369.0,194.98153846153846,53,205,122398.0,216650.0,339048.0,501,0,333,667,500,501,446,55,0.2477777777777778,142.04708520179372,63353.0,55,267.91255605381167,119489.0,breakdown,4,1800.0,600.0,2400.0,241,46,9,492,501,0,0
cooperative_limited,1:2,1000,88,0,88,88,80,0.0,0,167,167,167,0,0,0,9833.0,0.0,9833.0,0.0,0.0,0,0,334,327,279,48,7,55,111561.0,211968.0,323529.0,62613.0,191.47706422018348,52,203,121394.0,211968.0,333362.0,501,0,333,667,500,501,446,55,0.2477777777777778,140.35874439461884,62600.0,55,265.2152466367713,118286.0,breakdown,5,1800.0,600.0,2400.0,243,48,7,494,501,0,0
ramp_fixed_4s,1:2,1000,0,0,0,0,0,4.0,206,167,167,167,0,0,0,9690.0,0.0,9690.0,0.0,0.0,0,0,334,238,195,43,96,139,110324.0,235157.0,345481.0,58100.0,244.11764705882354,49,202,120014.0,235157.0,355171.0,501,0,333,667,500,501,362,139,0.2011111111111111,160.4585635359116,58086.0,139,317.34806629834253,114880.0,breakdown,1,1800.0,600.0,2400.0,239,43,96,405,501,0,0
ramp_fixed_4s,1:2,1000,0,0,0,0,0,4.0,216,167,167,167,0,0,0,9834.0,0.0,9834.0,0.0,0.0,0,0,334,247,204,43,87,130,111279.0,232164.0,343443.0,58074.0,235.1174089068826,47,195,121113.0,232164.0,353277.0,501,0,333,667,500,501,371,130,0.2061111111111111,156.4797843665768,58054.0,130,314.23719676549865,116582.0,breakdown,2,1800.0,600.0,2400.0,234,43,87,414,501,0,0
ramp_fixed_4s,1:2,1000,0,0,0,0,0,4.0,209,167,167,167,0,0,0,9747.0,0.0,9747.0,0.0,0.0,0,0,334,241,199,42,93,135,111404.0,241565.0,352969.0,59048.0,245.0124481327801,47,202,121151.0,241565.0,362716.0,501,0,333,667,500,501,366,135,0.20333333333333334,161.27322404371586,59026.0,135,319.08469945355193,116785.0,breakdown,3,1800.0,600.0,2400.0,244,42,93,408,501,0,0
ramp_fixed_4s,1:2,1000,0,0,0,0,0,4.0,210,167,167,167,0,0,0,9693.0,0.0,9693.0,0.0,0.0,0,0,334,242,198,44,92,136,110527.0,236469.0,346996.0,59295.0,245.0206611570248,49,201,120220.0,236469.0,356689.0,501,0,333,667,500,501,365,136,0.20277777777777778,162.38630136986302,59271.0,136,316.06301369863013,115363.0,breakdown,4,1800.0,600.0,2400.0,246,44,92,409,501,0,0
ramp_fixed_4s,1:2,1000,0,0,0,0,0,4.0,198,167,167,167,0,0,0,9680.0,0.0,9680.0,0.0,0.0,0,0,334,231,187,44,103,147,112225.0,255525.0,367750.0,61222.0,265.030303030303,48,213,121905.0,255525.0,377430.0,501,0,333,667,500,501,354,147,0.19666666666666666,172.8728813559322,61197.0,147,331.34180790960454,117295.0,breakdown,5,1800.0,600.0,2400.0,255,44,103,398,501,0,0
ramp_fixed_6s,1:2,1000,0,0,0,0,0,6.0,189,167,167,167,0,0,0,9697.0,0.0,9697.0,0.0,0.0,0,0,334,223,179,44,111,155,110865.0,243043.0,353908.0,55861.0,250.49775784753362,45,202,120562.0,243043.0,363605.0,501,0,333,667,500,501,346,155,0.1922222222222222,161.0549132947977,55725.0,155,331.45953757225436,114685.0,breakdown,1,1800.0,600.0,2400.0,237,44,111,390,501,0,0
ramp_fixed_6s,1:2,1000,0,0,0,0,0,6.0,194,167,167,167,0,0,0,9838.0,0.0,9838.0,0.0,0.0,0,0,334,228,185,43,106,149,110889.0,235486.0,346375.0,54565.0,239.3201754385965,52,195,120727.0,235486.0,356213.0,501,0,333,667,500,501,352,149,0.19555555555555557,154.64488636363637,54435.0,149,326.98579545454544,115099.0,breakdown,2,1800.0,600.0,2400.0,230,43,106,395,501,0,0
ramp_fixed_6s,1:2,1000,0,0,0,0,0,6.0,187,167,167,167,0,0,0,9767.0,0.0,9767.0,0.0,0.0,0,0,334,221,178,43,113,156,111151.0,244181.0,355332.0,55928.0,253.06787330316743,44,202,120918.0,244181.0,365099.0,501,0,333,667,500,501,345,156,0.19166666666666668,161.74492753623187,55802.0,156,334.30434782608694,115335.0,breakdown,3,1800.0,600.0,2400.0,240,43,113,388,501,0,0
ramp_fixed_6s,1:2,1000,0,0,0,0,0,6.0,188,167,167,167,0,0,0,9692.0,0.0,9692.0,0.0,0.0,0,0,334,223,179,44,111,155,110069.0,239009.0,349078.0,55519.0,248.96412556053812,45,200,119761.0,239009.0,358770.0,501,0,333,667,500,501,346,155,0.1922222222222222,160.10982658959537,55398.0,155,329.6994219653179,114076.0,breakdown,4,1800.0,600.0,2400.0,243,44,111,390,501,0,0
ramp_fixed_6s,1:2,1000,0,0,0,0,0,6.0,181,167,167,167,0,0,0,9701.0,0.0,9701.0,0.0,0.0,0,0,334,215,171,44,119,163,111805.0,256099.0,367904.0,58742.0,273.21860465116276,48,211,121506.0,256099.0,377605.0,501,0,333,667,500,501,338,163,0.18777777777777777,173.4378698224852,58622.0,163,342.3786982248521,115724.0,breakdown,5,1800.0,600.0,2400.0,247,44,119,382,501,0,0
ramp_fixed_8s,1:2,1000,0,0,0,0,0,8.0,169,167,167,167,0,0,0,9701.0,0.0,9701.0,0.0,0.0,0,0,334,206,162,44,128,172,110236.0,241129.0,351365.0,50023.0,242.83009708737865,44,198,119937.0,241129.0,361066.0,501,0,333,667,500,501,329,172,0.1827777777777778,150.84802431610942,49629.0,172,341.4498480243161,112337.0,breakdown,1,1800.0,600.0,2400.0,229,44,128,373,501,0,0
ramp_fixed_8s,1:2,1000,0,0,0,0,0,8.0,166,167,167,167,0,0,0,9830.0,0.0,9830.0,0.0,0.0,0,0,334,203,160,43,131,174,110893.0,246560.0,357453.0,50683.0,249.66995073891624,43,200,120723.0,246560.0,367283.0,501,0,333,667,500,501,327,174,0.18166666666666667,153.78593272171253,50288.0,174,346.85626911314984,113422.0,breakdown,2,1800.0,600.0,2400.0,227,43,131,370,501,0,0
ramp_fixed_8s,1:2,1000,0,0,0,0,0,8.0,168,167,167,167,0,0,0,9785.0,0.0,9785.0,0.0,0.0,0,0,334,205,162,43,129,172,108590.0,236301.0,344891.0,50954.0,248.55609756097562,44,197,118375.0,236301.0,354676.0,501,0,333,667,500,501,329,172,0.1827777777777778,153.54103343465044,50515.0,172,337.6352583586626,111082.0,breakdown,3,1800.0,600.0,2400.0,235,43,129,372,501,0,0
ramp_fixed_8s,1:2,1000,0,0,0,0,0,8.0,159,167,167,167,0,0,0,9689.0,0.0,9689.0,0.0,0.0,0,0,334,196,153,43,138,181,111220.0,254084.0,365304.0,53273.0,271.80102040816325,46,205,120909.0,254084.0,374993.0,501,0,333,667,500,501,320,181,0.17777777777777778,165.275,52888.0,181,355.034375,113611.0,breakdown,4,1800.0,600.0,2400.0,246,43,138,363,501,0,0
ramp_fixed_8s,1:2,1000,0,0,0,0,0,8.0,155,167,167,167,0,0,0,9701.0,0.0,9701.0,0.0,0.0,0,0,334,191,148,43,143,186,111643.0,262342.0,373985.0,55119.0,288.5811518324607,45,212,121344.0,262342.0,383686.0,501,0,333,667,500,501,315,186,0.175,173.72380952380954,54723.0,186,361.3777777777778,113834.0,breakdown,5,1800.0,600.0,2400.0,248,43,143,358,501,0,0
uncontrolled,1:3,1000,0,0,0,0,0,0.0,0,125,125,125,0,0,0,7307.0,0.0,7307.0,0.0,0.0,0,0,375,372,325,47,3,50,111838.0,211170.0,323008.0,55046.0,147.9731182795699,42,203,119145.0,211170.0,330315.0,500,0,250,750,500,500,450,50,0.25,122.28444444444445,55028.0,50,258.06,116127.0,breakdown,1,1800.0,600.0,2400.0,240,47,3,497,500,0,0
uncontrolled,1:3,1000,0,0,0,0,0,0.0,0,125,125,125,0,0,0,7428.0,0.0,7428.0,0.0,0.0,0,0,375,367,322,45,8,53,112382.0,221664.0,334046.0,55585.0,151.45776566757493,42,208,119810.0,221664.0,341474.0,500,0,250,750,500,500,447,53,0.24833333333333332,124.32662192393737,55574.0,53,261.88366890380314,117062.0,breakdown,2,1800.0,600.0,2400.0,245,45,8,492,500,0,0
uncontrolled,1:3,1000,0,0,0,0,0,0.0,0,125,125,125,0,0,0,7283.0,0.0,7283.0,0.0,0.0,0,0,375,360,315,45,15,60,112472.0,228676.0,341148.0,56815.0,157.81944444444446,42,212,119755.0,228676.0,348431.0,500,0,250,750,500,500,440,60,0.24444444444444444,129.10227272727272,56805.0,60,265.8681818181818,116982.0,breakdown,3,1800.0,600.0,2400.0,246,45,15,485,500,0,0
uncontrolled,1:3,1000,0,0,0,0,0,0.0,0,125,125,125,0,0,0,7251.0,0.0,7251.0,0.0,0.0,0,0,375,366,319,47,9,56,111189.0,217852.0,329041.0,55819.0,152.51092896174865,42,207,118440.0,217852.0,336292.0,500,0,250,750,500,500,444,56,0.24666666666666667,125.69369369369369,55808.0,56,259.85585585585585,115376.0,breakdown,4,1800.0,600.0,2400.0,240,47,9,491,500,0,0
uncontrolled,1:3,1000,0,0,0,0,0,0.0,0,125,125,125,0,0,0,7357.0,0.0,7357.0,0.0,0.0,0,0,375,365,319,46,10,56,111817.0,224416.0,336233.0,56159.0,153.86027397260273,41,209,119174.0,224416.0,343590.0,500,0,250,750,500,500,444,56,0.24666666666666667,126.44144144144144,56140.0,56,261.85360360360363,116263.0,breakdown,5,1800.0,600.0,2400.0,242,46,10,490,500,0,0
cooperative_limited,1:3,1000,88,14,74,88,144,0.0,0,125,125,125,0,0,0,7459.0,0.0,7459.0,0.0,0.0,0,0,375,375,337,38,0,38,111265.0,199929.0,311194.0,52410.0,139.76,41,190,118724.0,199929.0,318653.0,500,0,250,750,500,500,462,38,0.25666666666666665,113.4090909090909,52395.0,38,250.15151515151516,115570.0,breakdown,1,1800.0,600.0,2400.0,222,38,0,500,500,0,0
cooperative_limited,1:3,1000,89,3,86,89,118,0.0,0,125,125,125,0,0,0,7522.0,0.0,7522.0,0.0,0.0,0,0,375,367,322,45,8,53,112429.0,222288.0,334717.0,56219.0,153.18528610354224,43,207,119951.0,222288.0,342239.0,500,0,250,750,500,500,447,53,0.24833333333333332,125.73825503355705,56205.0,53,262.1633109619687,117187.0,breakdown,2,1800.0,600.0,2400.0,244,45,8,492,500,0,0
cooperative_limited,1:3,1000,88,4,84,88,131,0.0,0,125,125,125,0,0,0,7443.0,0.0,7443.0,0.0,0.0,0,0,375,373,328,45,2,47,112023.0,211467.0,323490.0,54711.0,146.67828418230562,42,200,119466.0,211467.0,330933.0,500,0,250,750,500,500,453,47,0.25166666666666665,120.73951434878587,54695.0,47,257.6048565121413,116695.0,breakdown,3,1800.0,600.0,2400.0,231,45,2,498,500,0,0
cooperative_limited,1:3,1000,88,4,84,88,125,0.0,0,125,125,125,0,0,0,7423.0,0.0,7423.0,0.0,0.0,0,0,375,375,337,38,0,38,110397.0,199224.0,309621.0,52863.0,140.968,42,192,117820.0,199224.0,317044.0,500,0,250,750,500,500,462,38,0.25666666666666665,114.3896103896104,52848.0,38,249.16017316017317,115112.0,breakdown,4,1800.0,600.0,2400.0,228,38,0,500,500,0,0
cooperative_limited,1:3,1000,89,6,83,89,117,0.0,0,125,125,125,0,0,0,7480.0,0.0,7480.0,0.0,0.0,0,0,375,361,314,47,14,61,111843.0,225785.0,337628.0,56239.0,155.78670360110803,43,209,119323.0,225785.0,345108.0,500,0,250,750,500,500,439,61,0.24388888888888888,128.07744874715263,56226.0,61,264.7380410022779,116220.0,breakdown,5,1800.0,600.0,2400.0,242,47,14,486,500,0,0
ramp_fixed_4s,1:3,1000,0,0,0,0,0,4.0,252,125,125,125,0,0,0,7335.0,0.0,7335.0,0.0,0.0,0,0,375,285,242,43,90,133,110416.0,233382.0,343798.0,47334.0,166.0842105263158,39,202,117751.0,233382.0,351133.0,500,0,250,750,500,500,367,133,0.2038888888888889,128.91553133514986,47312.0,133,308.2397820163488,113124.0,breakdown,1,1800.0,600.0,2400.0,232,43,90,410,500,0,0
