strategy,total_demand_veh_h,demand_ratio,interventions,successful_releases,timed_out_interventions,yielded_main_vehicles,main_veh_h,side_veh_h,expected_generated_veh,generated_veh,arrived_veh,unfinished_vehicles,throughput,avg_wait_time_s,total_wait_time_s,queue_length,avg_travel_time_s,total_travel_time_s,state,seed,duration_s,clearance_time_s,simulation_end_s,peak_queue_vehicles,final_running_vehicles,final_waiting_vehicles,inserted_vehicles,loaded_vehicles,teleports,collisions
cooperative_limited,3950,1:2,3,0,3,3,1317,2633,,1974,1703,273,0.9461111111111111,0.004110393423370522,7.0,,91.23957721667645,155381.0,,7,1800.0,600.0,2400.0,505,44,229,1747,1976,0,0
cooperative_limited,3950,1:2,2,0,2,2,1317,2633,,1974,1714,262,0.9522222222222222,0.001750291715285881,3.0,,92.20420070011669,158038.0,,42,1800.0,600.0,2400.0,489,44,218,1758,1976,0,0
cooperative_limited,3950,1:2,2,0,2,2,1317,2633,,1974,1718,258,0.9544444444444444,0.0017462165308498253,3.0,,91.33643771827707,156916.0,,99,1800.0,600.0,2400.0,478,48,210,1766,1976,0,0
cooperative_limited,3950,1:2,1,0,1,1,1317,2633,,1974,1710,266,0.95,0.0017543859649122807,3.0,,91.7140350877193,156831.0,,123,1800.0,600.0,2400.0,495,46,220,1756,1976,0,0
cooperative_limited,3950,1:2,2,0,2,2,1317,2633,,1974,1702,274,0.9455555555555556,0.0017626321974148062,3.0,,91.34900117508813,155476.0,,2026,1800.0,600.0,2400.0,499,49,225,1751,1976,0,0
