main_veh_h,side_veh_h,generated_veh,arrived_veh,unfinished_vehicles,throughput,avg_wait_time_s,total_wait_time_s,queue_length,avg_travel_time_s,total_travel_time_s,state,seed,duration_s
20,10,15,15,0,0.008333333333333333,0.13333333333333333,2.0,0,59.46666666666667,892.0,free_flow,,1800.0
20,20,20,20,0,0.011111111111111112,0.2,4.0,0,60.8,1216.0,deceleration,,1800.0
20,30,25,25,0,0.013888888888888888,0.0,0.0,0,61.04,1526.0,deceleration,,1800.0
40,10,25,25,0,0.013888888888888888,0.0,0.0,0,59.2,1480.0,free_flow,,1800.0
40,20,30,30,0,0.016666666666666666,0.16666666666666666,5.0,0,60.43333333333333,1813.0,deceleration,,1800.0
40,30,35,35,0,0.019444444444444445,0.05714285714285714,2.0,0,59.77142857142857,2092.0,free_flow,,1800.0
60,10,35,35,0,0.019444444444444445,0.05714285714285714,2.0,0,58.51428571428571,2048.0,free_flow,,1800.0
60,20,40,39,1,0.021666666666666667,0.07692307692307693,3.0,1,59.07692307692308,2304.0,queue,,1800.0
60,30,45,45,0,0.025,0.15555555555555556,7.0,0,59.71111111111111,2687.0,free_flow,,1800.0
